Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"2.1.5.4 Other Related Water Quality Monitoring 
There are several other related water quality monitoring programs that occur within Big Valley Basin and Lake County. 
Central Valley Regional Water Quality Control Board – Irrigated Lands Regulatory Program
Monitoring occurs on a two-year cycle. During assessment years, a suite of parameters is monitored including water and sediment toxicity tests, temperature, dissolved oxygen, pH, conductivity, turbidity, and levels of pesticides, metals, and nutrients. If pesticides are detected 378 above allowable limits, the Agricultural Commissioner evaluates pesticide use in the area. If two exceedances occur within a monitoring site, a Management Plan is triggered, which requires source determination, grower outreach, and additional levels of Regional Board oversight. Management Plans are lifted after two years with no exceedances for that particular parameter. In 2005 and 2006, McGaugh Slough in Big Valley Basin was monitored (Figure 2-3). The only exceedance found in McGaugh Slough was for the bacteria species E. coli; however, there has 384 been no determination as to whether the source of the E. coli was from livestock, birds, humans, or another source. The SVWQC has also developed a Groundwater Quality Trend Monitoring Program with the  purpose of determining current water quality conditions of groundwater relevant to irrigated agriculture. Wells are sampled in accordance with the annual and five-year sampling schedule. They are tested for nitrate, total dissolved solids (TDS), pH, dissolved oxygen, oxidation-reduction potential, turbidity, and other parameters. There is one well in Big Valley Basin that is a part of this program (SVWQC00007). It was most recently sampled in the summer of 2020.
&&&
2.2.2.3 Groundwater Quality 
The evaluation of groundwater quality in the Basin included a literature review (e.g., Lake County 1999, 2003, and 2006b) and evaluation of groundwater quality data collected from the SWRCB GAMA and Geotracker databases. Previous studies did not identify any widespread groundwater quality concerns. However, Lake County (1999 and 2003) stated that local concerns exist associated with increasing nitrate concentrations in groundwater, occurrence of boron at concentrations undesirable for some crops, and potential groundwater quality degradation due to intrusion of geothermal water. Widespread presence of contaminants at undesirable levels (concentrations that exceed applicable regulatory limits) has not been reported in groundwater samples in the Basin. The following discussion focuses on TDS, nitrate, 669 arsenic, and boron in groundwater. The range of historical concentrations of these constituents are presented in Table 2-6 and timeseries graphs of concentrations for wells with sufficient period of record are presented in Appendix 2.2.3-B. This section concludes with a brief discussion of open regulatory cleanup sites in the Big Valley Basin.
Total Dissolved Solid 
The occurrence of TDS at undesirable concentrations is not a concern at present. TDS concentrations have not exceeded 802 milligrams per liter (mg/L) in groundwater in the Basin, below the upper Secondary Maximum Contaminant Level (SMCL) of 1,000 mg/L. A total of 222 groundwater samples from 47 wells were tested for TDS since 1954. Test results of 42 samples from 16 wells exceeded the recommended SMCL of 500 mg/L but results of only four samples were higher than 700 mg/L. Analytical data do not show spatial or temporal trends in TDS. Wells with TDS that exceeded 500 mg/L at least once exist throughout the Basin (Figure 2-29).
Nitrate 
The occurrence of nitrate at undesirable concentrations is not a concern in the Big Valley Basin at present. A total of 375 groundwater samples from 90 wells were tested for nitrate since 1952 and results of seven samples from six wells exceeded the Maximum Contaminant Level (MCL) of 10 mg/L (measured as N). The highest historical concentrations, 65.5 and 63.3 mg/L, were from samples collected from two wells in the central portion of the Basin in 1970 (Figure 2-30). None of the other analytical results exceeded 14 mg/L, and only one sample had a concentration that exceeded the MCL after 1970. Wells with analytical results that exceeded 5 694 mg/L at least once are in the central and northeastern portions of the Basin. Recent (post-1980) nitrate analytical results do not have an increasing trend. Potential sources of nitrate include agricultural fertilizers, and human wastes from onsite waste disposal systems (e.g., septic tanks and leach fields). Elevated concentrations of nitrate in drinking water pose a serious health risk for infants which can cause methemoglobinemia (blue baby syndrome).
Boron
The occurrence of boron at undesirable concentrations is not a basin-wide concern at present, but boron concentrations over 1.0 mg/L have been reported in groundwater samples collected from the central and eastern portions of the Basin (Figure 2-31). A total of 277 groundwater samples from 74 wells were analyzed for boron since 1944 and concentrations of 13 samples from four wells were greater than 1 mg/L, with a highest historical concentration of 4.4 mg/L reported in 1975. A total of 56 samples collected from 13 wells located in the northeastern, central, and eastern portions of the Basin had concentrations higher than 0.50 mg/L. However, a concentration above 0.50 mg/L has not been reported after 2007 and available data do not show an increasing trend in boron concentrations at any well in the Basin. Boron is an 709 unregulated chemical for drinking water, but it has a California State Notification Level of 1.0 mg/L which applies to groundwater wells used for public drinking water. Certain crops are sensitive to boron over 0.50 mg/L. The primary source of boron in groundwater is hydrothermal influx from the Clear Lake volcanic field (Lake County 1999).
Arsenic
Available water quality data suggest that arsenic is currently not a groundwater quality concern in the Basin. Since 1960, 82 samples collected from 30 wells were analyzed and only two samples exceeded the MCL of 10 micrograms per liter (μg/L). These two results (collected in 1987 from two wells) are both 50 μg/L (Figure 2-32). The majority of test results (74 of 82) were less than 4.0 μg/L, and an increasing trend of arsenic concentrations was not observed in the Basin. Chronic exposure to arsenic can adversely affect skin, the cardiovascular system, the nervous system, and cause cancer.
Other Contaminants 
Iron and manganese at concentrations exceeding their Secondary Maximum Contaminant Levels (300 μg/L and 50 μg/L, respectively) occur at domestic and municipal wells at various locations in the Basin. These metals can cause aesthetically undesirable water characteristics, like color, taste, and odor.
Regulatory Cleanup Sites 
Groundwater sampling analytical data obtained from groundwater monitoring wells associated with regulatory cleanup sites contained anthropogenic organic compounds associated with industrial products and pesticides at concentrations greater than their regulatory limits (California or federal MCLs for drinking water). These compounds were occasionally detected in samples collected from municipal and domestic wells at concentrations lower than regulatory limits, and do not indicate widespread groundwater quality concerns. The SWRCB Geotracker database identifies three cleanup program sites and one leaking underground storage tank (LUST) cleanup site that are currently open in the Basin (Figure 2-742 33). Cleanup program sites are regulated under the SWRCB Site Cleanup Program and/or similar programs conducted by Regional Water Quality Control Boards. LUST sites are fuel- contaminated sites regulated pursuant to Title 23 of the California Code of Regulations, Chapter 16. Airpower Inc. cleanup program site is currently in verification monitoring phase after remediation. Potential contaminants of this site are petroleum fuels, oils, and volatile organic compounds. Closure evaluation report for this site (GEOCON 2021) states that it is unlikely that the contaminant plume would have a measurable impact on groundwater quality of nearby water supply wells. Kelseyville Hot Plant cleanup program site is in the assessment stage. This site includes an asphalt hot batch plant, a concrete batch plant, a gravel crushing facility, and above ground storage tanks for asphalt products, diesel fuel and motor oil. Potential contaminants at this site include chromium, diesel, and waste oils. Groundwater contamination was detected onsite; however, the extent of the contamination is not adequately characterized to evaluate the impact on groundwater in the vicinity of the site. Two Jacks Kelseyville above ground storage tank cleanup program sites are contaminated with kerosene. The two Jacks Kelseyville underground storage tank is a LUST site. Potential contaminants at this site include benzene, diesel, gasoline, methyl-tert-butyl ether, tert-butyl alcohol, other fuel oxygenates, naphthalene, toluene, and xylene. Both sites are in assessment stage and have not been adequately characterized to evaluate impacts on groundwater.
","Page 2-21 / 2.1.5.4
Table 2-6
Page 2-65 thru 2-71 / 2.2.2.3
Figure 2-29 thru 2-33
Appendix2C","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, NItrate, Boron and Arsenic, They also mention Iron and manganese as constitutes with high values in some locations but have not gone in detail about it.
2. Are the COC's mapped? TDS, nitrate, boron and arsenic not iron and manganese
3. Is there spatial trend data for all COC's? TDS, nitrate, boron and arsenic not iron and manganese
4. Are constitues which are not of concern identified? They mention they test for different constitutes in different monitoring locations
5. Is there a data gap/ Or not enough data related COC's? no mention


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"The communities of Kelseyville, Finley, Lands End, and part the Big Valley Rancheria receive water from groundwater wells owned and operated by the Kelseyville County Water Works District No.3 (KCWWD #3). The Kelseyville water system was constructed in the late 1960s and was significantly updated in 2006. The 2006 improvements involved a 14,000-foot intertie with Finley, previously serviced by Community Service Area #6, and a new storage tank.",Page 2-3,GSP has identified water source for the community of Kelseyville which is identified as groundwater wells. The community of Kelseyville  has been identified as a SDAC within the basin. 
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map and description (no map is automatic no) = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"In Big Valley Basin, there are two primary, gauged streams—Kelsey Creek and Adobe Creek (Figure 2-36). There are two active streamflow gauge stations on Kelsey Creek, one monitored by the USGS on the upstream segment and another by DWR on the downstream segment 500 feet upstream Soda Bay Road Bridge. The DWR station (CDEC KCK, Station number A85005) has data from 1980 to present, with a gap in 1991, 2005, and 2006. The USGS gauge (USGS 11449500) has a record of streamflow data since 1947.

&& The other streams in Big Valley Basin—Manning Creek, Thompson Creek, McGaugh Slough, Hill Creek, and Cole Creek—are not monitored for streamflow.

&& To understand the relationship between Kelsey Creek and the groundwater aquifer, Figure 2-41 compares the profile of Kelsey Creek channel with the groundwater elevations along the creek channel for representative wet and dry conditions. Figure 2-41 shows that Kelsey Creek immediately downstream of State Highway 29 is potentially hydraulically connected to the groundwater basin for up to 2 miles during wet conditions (winter and spring). As demonstrated in the HCM (refer to cross-section D-D’), and by Christensen Associates, Inc. (Lake County 2003), the channel of Kelsey Creek changes composition which impacts the ability for recharge. From the Main Street Bridge, “Kelsey Creek is directly floored by strata of the Kelseyville Formation which provides little opportunity for recharge” (Lake County 2003). Downstream of the Main Street Bridge, the Creek channel is highly permeable with coarse sandy and gravel bed (Figure 2-42). “This channel reach of Kelsey Creek provides the principal recharge to the aquifers of the northern Big Valley area” (Lake County 2003).

During dry conditions (summer and fall), the portion of the creek that is hydraulically connected shrinks to less than 1 mile. In this area of seasonal hydraulic connectivity, the creek may be gaining and losing depending on surface water elevation in the creek, relative to groundwater elevations. Downstream of the area with seasonal hydraulic connectivity, the creek is losing and also may be hydraulically disconnected from the groundwater aquifer. The summer and fall low flows coincide with the bulk of groundwater extraction to accommodate agricultural demands (FlowWest 2020). In the wet months of February and March, groundwater is extracted for frost protection. There is a concern by some stakeholders in the Basin that groundwater pumping for frost protection may reduce streamflow during hitch spawning causing entrapment. However, when comparing the downstream flow to the upstream flow, there is no apparent differences that would indicate sudden surface water reduction indicative of the frost protection impacts.

&& Figure 2-44 to Figure 2-46 show the interim results of the potential stream depletion rate due to groundwater pumping simulated by the Big Valley Basin’s integrated hydrologic model. The model was run for KCK stream gage station, above HW29, and Adobe Creek. In these figures, the spring groundwater elevations at three monitoring wells were compared to the average annual depletion of Kelsey Creek (at KCK and above HW29) to assess how the historical rates of stream depletion changes in different water years. No significant correlation was identified between the surface water depletions and groundwater elevations at the six monitoring wells. The lack of correlation fits with the fact that the groundwater elevation measurements were made at deep wells reflecting deeper aquifers. It is expected to see a correlation between depletion and shallow groundwater elevations.

&& Figure 2-51 compares the profile of the Adobe Creek channel with the groundwater elevations along the creek channel for representative wet and dry conditions. It shows that Adobe Creek is hydraulically connected to the groundwater aquifer for approximately 1.3 miles upstream from State Highway 29 during wet conditions (winter and spring). However, during dry conditions (summer and fall), Adobe Creek is losing water and also may be hydraulically disconnected from the groundwater aquifer due to low flows in the creek and increased groundwater extraction. Confirmation of the disconnected condition would require monitoring with new shallow monitoring wells to better characterize the nature and timing of hydraulic connectivity in this section of the creek. During wet conditions, the creek may be gaining and losing depending on the flow in the creek as regulated by releases from Adobe Creek and Highland Springs Reservoirs. During dry conditions, Adobe Creek is losing (i.e., contributing recharge) to the groundwater aquifer.

&& Figures 2-52 through Figure 2-54 show the interim results of the potential stream depletion rate (or volume) due to groundwater pumping simulated by Big Valley Basin’s integrated hydrologic model at Adobe Creek. Similar to Kelsey Creek, the spring groundwater elevations at three monitoring wells were compared to the average annual depletion to assess the historical rates of stream depletion correlation to groundwater elevation or water year type. Again, no significant correlation was identified between the surface water depletions and groundwater elevations in neither of wells. As discussed before, these groundwater elevation measurements were made at deep wells which may not be representative of shallow aquifers.","Page 2-75 / 2.2.2.5

&& Page 2-76 / 2.2.2.5

&& Page 2-80-81 / 2.2.2.5

&& Page 2-83 / 2.2.2.5

&& Page 2-87 / 2.2.2.5","1. Is there a clear map of ISWs? somewhat - figure 2-41 and figure 2-51  presents a profile view of a section of Kelsey Creek and Adobe Creek, comparing groundwater levels to the creek bed elevation. There is not a map of the entire basin with ISWs labeled
2. Was temporal variability and used and described? yes - the plan describes the temporal variation in ISW and discusses stream and groundwater data from multiple years
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - figures 2-41 and 2-51 present the stream bed elevation in comparison to groundwater elevations from 2019 and 2015 for two creeks in the basin. No details on the spatial locatin of wells in the basin used to inform this. Also, it seems that only deep wells are used, not representative of shallow conditions. "
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Downstream of the Main Street Bridge, the Creek channel is highly permeable with coarse sandy and gravel bed (Figure 2-42). “This channel reach of Kelsey Creek provides the principal recharge to the aquifers of the northern Big Valley area” (Lake County 2003).

During dry conditions (summer and fall), the portion of the creek that is hydraulically connected shrinks to less than 1 mile. In this area of seasonal hydraulic connectivity, the creek may be gaining and losing depending on surface water elevation in the creek, relative to groundwater elevations. Downstream of the area with seasonal hydraulic connectivity, the creek is losing and also may be hydraulically disconnected from the groundwater aquifer. The summer and fall low flows coincide with the bulk of groundwater extraction to accommodate agricultural demands (FlowWest 2020). In the wet months of February and March, groundwater is extracted for frost protection. There is a concern by some stakeholders in the Basin that groundwater pumping for frost protection may reduce streamflow during hitch spawning causing entrapment. However, when comparing the downstream flow to the upstream flow, there is no apparent differences that would indicate sudden surface water reduction indicative of the frost protection impacts.

&& Figure 2-44 to Figure 2-46 show the interim results of the potential stream depletion rate due to groundwater pumping simulated by the Big Valley Basin’s integrated hydrologic model. The model was run for KCK stream gage station, above HW29, and Adobe Creek. In these figures, the spring groundwater elevations at three monitoring wells were compared to the average annual depletion of Kelsey Creek (at KCK and above HW29) to assess how the historical rates of stream depletion changes in different water years. No significant correlation was identified between the surface water depletions and groundwater elevations at the six monitoring wells. The lack of correlation fits with the fact that the groundwater elevation measurements were made at deep wells reflecting deeper aquifers. It is expected to see a correlation between depletion and shallow groundwater elevations.

&& Figure 2-51 compares the profile of the Adobe Creek channel with the groundwater elevations along the creek channel for representative wet and dry conditions. It shows that Adobe Creek is hydraulically connected to the groundwater aquifer for approximately 1.3 miles upstream from State Highway 29 during wet conditions (winter and spring). However, during dry conditions (summer and fall), Adobe Creek is losing water and also may be hydraulically disconnected from the groundwater aquifer due to low flows in the creek and increased groundwater extraction. Confirmation of the disconnected condition would require monitoring with new shallow monitoring wells to better characterize the nature and timing of hydraulic connectivity in this section of the creek. During wet conditions, the creek may be gaining and losing depending on the flow in the creek as regulated by releases from Adobe Creek and Highland Springs Reservoirs. During dry conditions, Adobe Creek is losing (i.e., contributing recharge) to the groundwater aquifer.

&& && Figures 2-52 through Figure 2-54 show the interim results of the potential stream depletion rate (or volume) due to groundwater pumping simulated by Big Valley Basin’s integrated hydrologic model at Adobe Creek. Similar to Kelsey Creek, the spring groundwater elevations at three monitoring wells were compared to the average annual depletion to assess the historical rates of stream depletion correlation to groundwater elevation or water year type. Again, no significant correlation was identified between the surface water depletions and groundwater elevations in neither of wells. As discussed before, these groundwater elevation measurements were made at deep wells which may not be representative of shallow aquifers.","Page 2-80-81 / 2.2.2.5

&& Page 2-83 / 2.2.2.5

&& Page 2-87 / 2.2.2.5

&& Page 2-88 / 2.2.2.5","1. Are ISWs mapped in the basin? somewhat 
2. Is the mapping consistent with the assessment? somewhat - the plan does acknowledge their data gaps, but it seems that it concludes some connection of surface and groundwater in the Kelsey Creek and Adobe Creek but there is uncertainy about the groundwater data. When describing the stream depletion results, the plan states that the wells were deep and do not reflect shallow groundwater conditions... this may also be the case for the data used in figures 2-41 and 2-51 but it is not clear"
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Somewhat,"Again, no significant correlation was identified between the surface water depletions and groundwater elevations in neither of wells. As discussed before, these groundwater elevation measurements were made at deep wells which may not be representative of shallow aquifers.",Page 2-88 / 2.2.2.5,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? somewhat - the plan mentions that the groundwater data comes from the deep aquifers, not the shallow aquifers. 
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"There are several other streams in Big Valley, including Manning Creek, Thompson Creek, 994 McGaugh Slough, Hill Creek, and Cole Creek (see Figure 2-3). These streams are not currently monitored for flow or stage even though there is water quality data. This data gap limits the ability to assess the interconnection between groundwater and these streams.

&& The interconnected surface water monitoring network could be improved through the installation of multi-completion wells closer to the Kelsey and Adobe Creek stream gage stations. Also surface water monitoring (stage and flow) on Kelsey Creek near the Main Street bridge should be conducted in the future. Opportunities to fill data gaps for depletions will also benefit the understanding of GDEs located downstream of the KCK stream gage. In addition, stream flow monitoring of McGaugh Slough could also be considered. The District will coordinate with Big Valley Rancheria regarding stream gage monitoring protocols so that data collection efforts and quality are consistent with the GSP.","Page 2-90 / 2.2.2.5

&& Page 3-18 / 3.5.6","1. Were data gaps identified? yes, in ISW section and more clearly in monitoring network section
2. Were the data gaps identified in the ISW section? yes"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,"1. Is there a map AND description of pISW? no - the plan concludes that a small portion of the Kelsey Creek and Adobe Creek are connected, but there is do description of pISWs and no map"
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"The two NCCAGs identified as GDEs in the Big Valley Basin are Fremont cottonwood and 1070 riparian mixed hardwood (Figure 2-56).

&& The NCCAGs for the Big Valley Basin only cover the wetland and vegetation types. Fish and wildlife species that rely on groundwater are also classified among the beneficial uses and users of groundwater. Clear Lake hitch (Lavinia exilicauda chi) (hitch) are a large minnow endemic to Clear Lake and its tributaries. The hitch migrates each spring from the lake into the tributaries to spawn. According to Center for Biological Diversity, Adobe Creek and Kelsey Creeks among other creeks in the area are tributaries that provide spawning habitat for hitch (Center for Biological Diversity 2012). Higher groundwater levels resulting in higher flows in the creeks during hitch spawning periods (February through May) can be beneficial to the survival of these threatened species. Therefore, Clear Lake hitch are also considered potential GDEs. Note that there are uncertainties on 1105 location and magnitude of hydraulic connectivity between surface and groundwater aquifer, as discussed in Section 2.2.2.5","Page 2-92 / 2.2.3.1

&& Page 2-93 / 2.2.3.1","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? yes, the plan broadly describes the vegetation habitat types and mentions the Clear Lake hitch, a threatened species
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes"
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used, 3) use of incorrect data when mapping GDEs= somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The identification of GDEs can be performed by assessing whether a habitat would exist if groundwater levels were deeper than the root zone. If the answer is “no,” then it is a GDE. If the answer is “yes, the ecosystem would exist if groundwater levels were deeper,” then it is not a GDE.

&& Figure 2-55 shows the habitat locations identified by the NCCAG database within the Big Valley Basin. Wetlands are identified along most of the tributaries to Clear Lake including Adobe Creek, Kelsey Creek, Manning Creek, Thompson Creek, Hill Creek, and Cole Creek. Riparian mixed hardwood habitat (40.2 acres) is identified along the downstream section of Kelsey Creek (Figure 2-55, inset 1). Fremont cottonwood habitat (6.9 acres) is identified upstream of Adobe Creek Reservoir (see Figure 2-55, inset 2). All the NCCAG identified habitats in the Big Valley Basin are along the creeks, which are likely connected to the underlying aquifer. These creeks undoubtedly contribute water to recharge the aquifer. However, the degree of the aquifer’s contribution to the creeks and their adjacent habitats is unclear. During different hydrologic conditions (i.e., wet and dry periods), the degree and importance of the aquifer’s contribution to the creeks may vary.

The distinction between GDEs and NCCAGs that are not GDEs is important from a management perspective. As noted above, GDE is an important beneficial use designation under SGMA. Management of GDEs has a strong linkage to groundwater use, while management of NCCAGs may require focus on land use or irrigation activities, more so than groundwater management. Criteria for identifying GDEs within the NCCAGs requires verification that these habitats rely on groundwater rather than another readily available abundant source of 1045 water that these habitats have access to.

These criteria include the following: 
• Habitats able to access shallow groundwater – According to the GDE rooting depth database2 and University of California Cooperative Extension Master Gardener Program of Lake County, oak trees are considered amongst the most common plants and also the deepest-rooted species in the region, with a maximum root zone of roughly 30 feet. Therefore, NCCAGs where groundwater is within 30 feet of the ground surface were considered capable of accessing shallow groundwater and are designated as potential GDEs, pending the verification of other criteria steps in the process.
• Habitats supplied with supplemental water – NCCAGs that are managed habitat 1055 receiving supplemental irrigation supplies, such as irrigated refuges and managed wetlands, are not considered GDEs.
• Habitats adjacent to surface water seepage sources – NCCAGs that are adjacent 1058 to—that is, within 50 feet of—irrigated fields, surface water reservoirs, and drainage canals are considered able to access seepage from these features as their primary supply source. This is because horizontal hydraulic conductivity is typically much higher than vertical conductivity. Habitats in proximity of surface water seepage tend to access them more readily than deeper groundwater. As such, they are not considered GDEs.
• Population of certain animal classes – If there is a decline in the population of certain animal classes (e.g., fish, amphibians, reptiles, mammals, birds, anthropoids) compared to baseline conditions or there has been loss of an endemic species or species listed as a sensitive, threatened, or endangered species associated with the groundwater conditions, the species are considered as GDEs.

&& Figure 2-60 shows the observed depth to groundwater in wells in the proximity of the two  identified GDEs along Kelsey Creek and above Adobe Creek Reservoir. Spring depth to groundwater around the GDEs along Kelsey Creek are typically about 10 to 20 ft bgs which is  consistent with groundwater level shown in Figure 2-23. Summer depth to groundwater can vary across the observed wells, ranging from 25 to 50 feet bgs. This larger variability in the summer may be due to the effects of groundwater extraction during dry periods. However, there are no apparent long-term trends of either declining or increasing groundwater levels, suggesting stable groundwater conditions exist in the vicinity of the Kelsey Creek GDEs between 1985 and 2018. Figure 2-59, which shows a different trend between 1965 and 2019, suggests groundwater declining in the area prior to 1985.
The nearest well to the GDEs above Adobe Creek Reservoir is about one-half mile to the east. Spring depth to groundwater in this well is 70 to 90 ft bgs, while summer groundwater depths are typically 100 to 150 ft bgs. Note that because of the long distance to this nearest well, the observed groundwater depths may not be indicative of the conditions around the GDEs location.","Page 2-90-91 / 2.2.3.1

&& Page 2-91-92/ 2.2.3.1

&& Page 2-97 / 2.2.3.2

Figure 2-55
FIgure 2-58","1. Is there a map? yes , figures 2-55 (NC dataset GDEs), Figure 2-58 (updated GDE map)
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes, there is a clear descrition of the methods. The NC dataset was used first, then groundwater levels and other criteria, which is described in line 35. In addition to the criteria, the plan included a thorough analysis of NDVI and NDMI trends in the GDEs. "
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Yes,"Figure 2-60 shows the observed depth to groundwater in wells in the proximity of the two identified GDEs along Kelsey Creek and above Adobe Creek Reservoir. Spring depth to groundwater around the GDEs along Kelsey Creek are typically about 10 to 20 ft bgs which is consistent with groundwater level shown in Figure 2-23. Summer depth to groundwater can vary across the observed wells, ranging from 25 to 50 feet bgs. This larger variability in the summer may be due to the effects of groundwater extraction during dry periods. However, there are no apparent long-term trends of either declining or increasing groundwater levels, suggesting stable groundwater conditions exist in the vicinity of the Kelsey Creek GDEs between 1985 and 2018. Figure 2-59, which shows a different trend between 1965 and 2019, suggests groundwater declining in the area prior to 1985. The nearest well to the GDEs above Adobe Creek Reservoir is about one-half mile to the east. Spring depth to groundwater in this well is 70 to 90 ft bgs, while summer groundwater depths are typically 100 to 150 ft bgs. Note that because of the long distance to this nearest well, the observed groundwater depths may not be indicative of the conditions around the GDEs location.","Page 2-97 / 2.2.3.2

Figure 2-60","1. Is data from shallowest principal aquifer used? yes - figure 2-60 presents the locations of wells used to monitor groundwater near GDEs and they are labaled as shallow or unknown depth
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) Yes - figure 2-60
"
