Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"Kennedy Area: Riparian mixed hardwood species near the northern basin boundary in the Kennedy Area were determined to be surface water dependent, due to the perennial surface water flow entering the Basin. Coast Live Oaks in the southern portion of the Kennedy Area appear to be sustained by irrigation return flows from the orchard located above. The remainder of the Kennedy Area is mapped by NCAAG as Riversidian Alluvial Scrub and Scalebroom. Biologists on the UVRGA GSP Development Team confirmed the NCAAG Riversidian Alluvial Scrub and Scalebroom classifications are representative of the dominant species in this area. They also concluded that these dominant species are unlikely to be groundwater dependent based on their plant biology, known locations of occurrence in other regions, and comparison of rooting depths with groundwater level data and model generated water table contours.
 && 
Based on geologic formation, topography, surface water inflow, and likely influence of irrigation (in the Kennedy area), it was determined that these communities are unlikely to be dependent on the UVRGB primary aquifer....
...A Coast Live Oak iGDE was also located in the upland area along the eastern portion of the river and continued into the North Robles hydrogeologic area. These Coast Live Oak iGDEs are located along slopes immediately downgradient orchards, suggesting that these trees receive irrigation flows collecting along the slope
 ","Page 66 / 3.2.7.2.1
Appendix O page 11"," While most of the GDEs were screened out based on the generic text at the end of the relevent text, the Hardwood species in the northern Kennedy area and the Coast Live Oaks in the southern Kennedy area were ruled out due perenial surface water and irrigation return flows. This seems to be in line with criteria 1 and 2. ",
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data = somewhat
Detailed explanation of the multi-year groundwater data used  = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"Modeled groundwater levels from the UVRGA GSP numerical model provided spatially distributed depth to water (DTW) measurements throughout the basin to overlay with the iGDEs. To evaluate groundwater access for potential riparian GDEs over changing DTW conditions, varying climatic conditions were selected from the numerical model output. Water years 2005, 2010, and 2015 were selected to represent wet, average, and dry precipitation conditions, respectively.2 Model outputs of the highest and lowest DTW conditions for each modeled year were exported to GIS for spatial analysis. This provided six hydrologic conditions that could be evaluated against plant rooting
depths, corresponding with the high and low DTW value for the wet, average, and dry water years (wet-high, wet-low, average-high, average-low, dry-high, and dry-low).","Appendix O, Page 7
ES-xi","Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Water years 2005, 2010, and 2015 were used to assess GDEs. ",
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Somewhat,"Well-specific elevation data were used to evaluate proximal depths to water and refine iGDE polygons. Basin wide groundwater elevations were modeled and data were used to further refine iGDE polygons. 
 &&
 This section summarizes the evaluation of riparian GDEs that have the potential to occur, and the identification of actual riparian GDEs that occur within the UVRGB. The approach for identifying riparian GDEs in the UVRGB generally followed the guidance provided by The Nature Conservancy (TNC) (“TNC GDE Guidance”) (Rhode et al., 2018). A statewide dataset of potential riparian GDEs (iGDEs) was used as a starting point and compared against previous vegetation mapping, aerial imagery, basin-specific data on plant community rooting depths, and groundwater elevations to determine actual riparian GDEs present in the UVRGB. The actual riparian GDEs were grouped into “Units” based on areas with consistent vegetation and hydrology
","Appendix O Table 1, Page 3 / 2.3 
Appendix O, Page 2 / 2","1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? Somewhat - Nearby wells provided water elevation data for potential GDEs, but no mention of digital elevation model or correcting for land surface elevation was used. Model is said to use groundater elevations, but no description or detail given in section or appendix O",
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"Historical groundwater level data from two groundwater monitoring wells located north and south of the South Santa Ana Riparian GDE Unit, and one groundwater monitoring well located within the Foster Park Riparian GDE Unit were used for this analysis (Figure 8).4 - 4 No groundwater monitoring sites are located within the South Santa Ana Riparian GDE Unit. This is a data gap that will be addressed during GSP implementation.

&& Figure 9 depicts the trends in groundwater level and average NDVI and NDMI values for the South Santa Ana Riparian GDE Unit from 1985 through 2018. DTW from a static reference point was measured quarterly at wells both north and south of the South Santa Ana GDE Unit (Figure 6). While DTW varied widely at these groundwater monitoring wells (from a high of 7.5 feet in February 1998 to a low of 62.7 feet in December 2013), it’s important to understand that these wells do not reflect the actual DTW within the South Santa Ana GDE Unit, but rather provide insight to the changing groundwater conditions. 5 - 5 UVRGA understands this is a data gap and plans to develop a monitoring well network that includes a groundwater monitoring well in the South Santa Ana Riparian GDE Unit.",Page 22 / Appendix O,"1. Were data gaps identified? yes - data gaps were identified in Appendix O when describing the GDE units. See foot notes.
2. Were the data gaps identifed in the GDE section? yes - appendix O",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"Informed by screening results, the following riparian GDEs were determined to occur within the UVRGB: Coast Live Oak (within the riparian corridor), Riparian Mixed Hardwood, and Wetlands. Riparian GDEs occur within the southern Santa Ana South and southern Casitas Springs hydrogeologic areas. Based on the geographic, hydrologic, and ecological conditions, these riparian GDEs were grouped into two Riparian GDE Units. These are the South Santa Ana Riparian GDE Unit and the Foster Park Riparian GDE Unit. Table 4 provides a description of each Riparian GDE unit and Figure 6 depicts each unit within the UVRGB.
&&
Figure 1 depicts a map of all iGDEs within the UVRGB identified in the NCCAG dataset (DWR 2021). These iGDEs were compared with CalVEG maps and vegetation communities identified in the Ventura River Management Plan (VRMP). Experienced local botanists then conducted a visual analysis of these iGDEs using aerial imagery dating back to 2005. Based on this desktop review, iGDEs within the UVRGB were visually assessed and refined to best reflect the potential riparian GDEs within the basin. This included adjustments to area and changing the classifications of specific iGDEs.  Figure 2 presents the refined iGDE polygons that occur within the UVRGB, as well as the hydrogeologic areas within the UVRGB. Figure 2 also depicts the interconnected surface water systems outlined in Chapter 3.2.6 of the Draft GSP. The varying groundwater-surface water interconnection is evident in the distribution of vegetation communities that occur across the four identified reaches.
&&
Figure 3 presents the initial screening results of the GIS spatial analysis. Following the criteria outlined in Section 2.3, “Unlikely” groundwater dependence (represented by the red areas) indicates that no intersection of maximum rooting depth and DTW occurred. “Possible” groundwater dependence (represented by the yellow areas) indicates at least one intersection of maximum rooting depth and DTW occurred. Finally, “Likely” groundwater dependence (represented by the green areas) indicates that maximum rooting depths intersected with the DTW during all low groundwater levels. 2.4.2 Additional Assessment The potential riparian GDEs meeting the “Unlikely” screening criteria (red areas in Figure 3) were comprised entirely of either Riversidean Alluvial Scrub or Scalebroom plant communities. The species in these communities are known to be well adapted to flood plains in alluvial basins, haveshallow rooting depths, and are understood as an unlikely groundwater dependent community. In addition, these criteria were met primarily in the losing reaches of the Ventura River where groundwater-surface water interconnection is intermittent or disconnected. Additional assessment was conducted for the potential riparian GDEs that met the Likely and Possible GIS spatial analysis screening criteria, as presented in Figure 4.","Page 12 / appendix O 
&&
Page 3-4 / Appendix O 
&&
Page 8 / appendix O 

Figure 2 - page 6 / appendix O 

",1. Is there a map AND description of pGDEs? yes - description in appendix O of pGDEs and figure 2,
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"ET of groundwater occurs where the water table is present at shallow depths. In the UVRGB, such conditions occur in and adjacent to the Ventura River where phreatophytes are present. ET rates in these areas are computed by the groundwater model based on computed groundwater elevations and estimates of the other parameters that control ET (ET, surface elevation, extinction (rooting) depth, and maximum ET rate; Appendix F).","Page 73 / 3.3
Table 3.3-06
Table 3.3-14","1. Is the water budget made with a spreadsheet model or numerical model? Spreadsheet
2. Is there a line for Native Veg ET in the water budget? Yes, as ET from riparian vegetation
",
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
There is no mention of managed wetlands",
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Three future scenarios were developed for this purpose – a baseline scenario consisting of a repeat of the last 50 years of historical hydrology (water years 1970 to 2019); a 2030 scenario consisting of the last 50 years of historical hydrology (water years 1970 – 2019) altered based on near-term climate change factors (provided by DWR for SGMA planning purposes); and a 2070 scenario consisting of the last 50 years of historical hydrology (water years 1970 – 2019) altered based on long-term climate change factors (provided by DWR for SGMA planning purposes). DWR climate change factors and methodology (DWR, 2018) were used to scale the baseline hydrology to future climate-change impacted conditions. DWR climate change factors were available from 1915 to 2011. Climate change factors were compiled for the predictive simulation period from 1969 to 2011. Climate change factors for the remaining 2012-2019 were determined by finding analogous years (based on monthly precipitation patterns) from the 1949 – 2011 period of record for the climate change dataset. Figures 15.1a and 15.1b show the 2030 and 2070 precipitation and ET change factors used for the predictive models. On average, precipitation goes down by approximately 0.2% and 5% for the 2030 and 2070 scenarios,
&&
Projected demands and supplies by category and source for the baseline, 2030, and 2070 climate change scenarios are shown on Tables 3.3-08 through 3.3-10.","Appendix H Page 18 / 15.0
Table 15.1a, 15.1b & Figue 15.1a, 15,1b (Appendix H)

Page 87 / 3.3.3.2
Tables 3.3-08--3.3-16

","1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR
3. If using DWR climate change factors, do they use 2030, 2070 or both? Both 2030 and 2070",
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"Uncertainty in future hydrology associated with potential climate change was evaluated by applying DWR (2018) precipitation, ET, and streamflow change factors from their 2030 and 2070 central-tendency scenarios to the historic precipitation, ET, and streamflow records for the UVRGB. Climate change factors were incorporated into historical baseline hydrology based on DWR (2018) guidance. Additional details on how future projections (incorporating climate change) of precipitation, ET, streamflow, recharge, return flows, and pumping were developed are provided in the Numerical Model Documentation (Appendix H).
&&
Projected: The four M&I entities and an agricultural user provided estimates of future use under normal and dry conditions, which were determined by the projected precipitation data above. The remaining agricultural extractions were the 2017 estimates scaled by future projected precipitation and modified in accordance with central-tendency climate-change evapotranspiration factors for 2030 and 2070, as recommended by California Department of Water Resources (2018). ","Page 86 / 3.3.3.1
Table 3.3-01
","1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Only Central Tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"The projected baseline hydrology was based on historical records from basin-specific precipitation gauges, ET station, and streamflow data from the Upper Ventura River and its major contributing tributaries (including San Antonio Creek and Coyote Creek). Future scenarios of hydrologic uncertainty associated with climate change were assessed with the 2030 and 2070 climate change scenarios, described below.
Uncertainty in future hydrology associated with potential climate change was evaluated by applying DWR (2018) precipitation, ET, and streamflow change factors from their 2030 and 2070 central-tendency scenarios to the historic precipitation, ET, and streamflow records for the UVRGB. Climate change factors were incorporated into historical baseline hydrology based on DWR (2018) guidance. Additional details on how future projections (incorporating climate change) of precipitation, ET, streamflow, recharge, return flows, and pumping were developed are provided in the Numerical Model Documentation (Appendix H).",Page 86 / 3.3.3.1,,
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"The projected baseline hydrology was based on historical records from basin-specific precipitation gauges, ET station, and streamflow data from the Upper Ventura River and its major contributing tributaries (including San Antonio Creek and Coyote Creek). Future scenarios of hydrologic uncertainty associated with climate change were assessed with the 2030 and 2070 climate change scenarios, described below.
Uncertainty in future hydrology associated with potential climate change was evaluated by applying DWR (2018) precipitation, ET, and streamflow change factors from their 2030 and 2070 central-tendency scenarios to the historic precipitation, ET, and streamflow records for the UVRGB. Climate change factors were incorporated into historical baseline hydrology based on DWR (2018) guidance. Additional details on how future projections (incorporating climate change) of precipitation, ET, streamflow, recharge, return flows, and pumping were developed are provided in the Numerical Model Documentation (Appendix H).",Page 86 / 3.3.3.1,,
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"All water in the Ventura River Watershed derives locally from the hydrologic cycle as precipitation, with no water imported from outside the watershed. 
&&&
The projected baseline hydrology was based on historical records from basin-specific precipitation gauges, ET station, and streamflow data from the Upper Ventura River and its major contributing tributaries (including San Antonio Creek and Coyote Creek). Future scenarios of hydrologic uncertainty associated with climate change were assessed with the 2030 and 2070 climate change scenarios, described below. Uncertainty in future hydrology associated with potential climate change was evaluated by applying DWR (2018) precipitation, ET, and streamflow change factors from their 2030 and 2070 central-tendency scenarios to the historic precipitation, ET, and streamflow records for the UVRGB. Climate change factors were incorporated into historical baseline hydrology based on DWR (2018) guidance. Additional details on how future projections (incorporating climate change) of precipitation, ET, streamflow, recharge, return flows, and pumping were developed are provided in the Numerical Model Documentation (Appendix H).","Page 32
Page 86 / 3.3.3.1","1. Is the water budget made with a numerical model or spreadsheet model? Spreadsheet 
2. If spreadsheet, are DWR surface water change factors included? Yes, 2030 and 2070
3. Is there imported water in the water budget? Is this adjusted for climate change? NA",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"Projected water budget information for population, population growth, and climate change. Although mentioned in the regulations, sea level rise is not applicable to this Basin.",Page 70 / 3.3,,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Modeling results for the future projection periods indicate that the projected inflow and outflows will be approximately balanced during the 20-year GSP implementation period, even with climate change considered. Therefore, an estimate of the sustainable yield is the modeled projected groundwater extractions minus the modeled surface water depletions to cause potential undesirable results for the depletions of interconnected surface water sustainability indicator (i.e., approximately 5,500 to 5,600 AF/yr, depending on climate change assumptions). However, there are two very important caveats to the sustainable yield estimate. First, it is noted that more groundwater could be extracted during wet periods without causing undesirable results because the Ventura River can readily recharge more water into the Basin. Second, undesirable results could occur during dry periods even if the sustainable yield is not exceeded on average over a long-term period of average hydrologic conditions. This is because the Basin has a very small amount of groundwater storage that naturally drains rapidly to the Ventura River, which is not the case in almost every other groundwater basin in the State of California. Thus, the concept of a sustainable yield over a long-term average period is not very relevant to the UVRGB.",Page 90 / 3.3.4,,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"Significant and unreasonable depletion of supply for agricultural, municipal, or domestic water is considered to be the inability to produce water absent an alternative water supply. Although pumping exacerbates groundwater level declines during droughts, UVRGA is unaware of any reported instances where a beneficial user was unable to meet their basic water supply needs with either groundwater or alternative water supplies. Therefore, it was concluded that significant and unreasonable effects have not occurred historically with respect to the groundwater levels sustainability indicator for agricultural, municipal, or domestic beneficial uses, but could potentially occur if groundwater levels decline below historically low levels in the future. It is noted that due to the limited participation from domestic well stakeholders in the GSP development process, a management action is included in this GSP to survey domestic well owners and revisit the SMC during the first five-year GSP assessment. This action will ensure that significant and unreasonable effects on domestic beneficial uses are avoided.$$
Potential effects on land uses and property interests include decreased property values resulting from increased costs to purchase supplemental water in amounts that are significantly greater than have occurred historically. Increased water costs could cause changes in cropping patterns and acreage planted, which may also impact land values.
&&
The process for defining undesirable results for degraded water quality began with considering the potential effects on beneficial uses and users of groundwater, land uses, and property interests. Potential effects on municipal beneficial uses associated with water quality degradation could include increased costs for treatment or blending to meet drinking water standards. Potential effects on domestic beneficial uses associated with water quality degradation could include health effects (resulting from elevated nitrate concentrations) and increased costs for alternative water supplies, treatment, or blending to meet drinking water standards. Potential effects on agricultural beneficial uses could include lower quality crops, increased water use to meet leaching requirements, implementation of treatment or blending, or use of more expensive alternative sources of water for irrigation. All of the potential effects on agricultural beneficial uses would result in increased costs and potential impacts on land lease rates and land values.
Based on the foregoing, the qualitative description of undesirable results is groundwater quality that significantly impacts beneficial uses by making treatment necessary over large areas of the Basin or, in the case of nitrate, MCL exceedances that could result in human health effects.$$$ The underlined text emphasizes the three elements that must be present in order to have undesirable results as defined by SGMA:
1. Significant and Unreasonable Effects: Undesirable results are significant and unreasonable effects related to a sustainability indicator. For example, water quality so poor that it cannot be used for one or more beneficial uses might be considered a significant and unreasonable effect.
2. Caused by Groundwater Conditions: The significant and unreasonable effects related to water quality must be caused by managed groundwater conditions. This means that the significant and unreasonable effects must be directly caused by pumping or that pumping is a significant contributing factor. For example, localized elevated boron concentrations caused by natural inflows in the Kennedy Area and elevated nitrate concentrations in the Mira Monte Area caused by land use practices are not caused by pumping and would not be considered undesirable results under SGMA. However, if boron or nitrate concentrations increase in other areas as a result of consistently low groundwater levels caused by high rates of pumping, that could be considered an undesirable result.
3. Throughout the Basin: The significant and unreasonable effects must occur throughout a large portion of the basin or be caused by groundwater conditions throughout a large portion of the basin to be considered an undesirable result.$$$ 
","Page 98 & 99 / 4.4.1
Page 112 / 4.7.1","1. Do they mention Drinking water users for UR? Drinking water users not specifically mentioned, but municipal supply/domestic wells taken into account
2. Which URs mention Drinking Water Users? Lowering of GW levels and degraded WQ mention domestic and municipal beneficial users
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) Impacts from quality discussed
4. Are all impacts of all COCs described? No

Better evaluation of impacts on drinking water for chronic lowering of groundwater needs to be mentioned. They mention it will affect the propert value. (we can consider this indirect impact). As for impact on water quality: they mention ""SIGNIFICANT CHANGES TO THE DEGRADED WATER QUALITY SMC ARE EXPECTED BEFORE GSP ADOPTION"", however better explanation on WQ is needed for all COC's. They just mention nitrate and boron. They conclude there is no UR for this basin at present time!
Will: impacts to domestic users not well defined (due to 'lack of participation'), but potential impacts of degraded water quality briefly mentioned (impact to human health if MCL for nitrate exceeded); SOMEWHAT",
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"It is the express goal of this GSP to develop sustainable management criteria and plan implementation measures to avoid undesirable results for the applicable SGMA sustainability indicators by:, Considering the economic impact of projects and management actions necessary to achieve proposed measurable objectives on all beneficial users, with special consideration of disadvantaged communities and agricultural enterprises lacking alternative land use options.",Page 94 / 4.2,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed?

They had workshops on explaining different sections of SMC, They do mention in the beginning of chapter about considering DAC. They do a poor job explaining UR for beneficial users.
",
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes?No
3. Are impacts to Tribes well analyzed?
",
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"As summarized in the Section 3.2.7.2.1, two riparian GDE units with high ecological value were identified in the Basin: (1) South Santa Ana GDE Unit and (2) Foster Park GDE Unit (Figure 3.2-14). Potential effects on the riparian GDE units were assessed by reviewing the following: • Historical measured groundwater level data; • Simulated groundwater levels from the numerical model simulations of the projected water budget; • Remote sensing data (i.e., NDVI and NDMI); and • Aerial photos
Details concerning the analysis are provided in the Draft Riparian GDE Assessment Memo (Appendix I). In summary, it was concluded that riparian plant communities have experienced stress during periods of low groundwater levels historically, such as the 2012-2016 drought. However, the available data show that the riparian GDEs rebound following drought periods without a noticeable change in the predominant plant species. It was concluded that if groundwater levels were to remain chronically low for an extended period (beyond that seen in the historic dataset), pumping within the basin could exacerbate the stress on these communities and could potentially cause permanent or prolonged impacts to the riparian GDEs, which may be significant and unreasonable. Monitoring of groundwater levels and vegetative health within the two riparian GDE Units will be performed to validate SMC included in the initial GSP.
&&
Two types of Aquatic GDEs were identified within the UVRGB: Critical Riffles and Habitat Areas (Appendix J). A critical riffle is an area that can limit passage for migration of steelhead and can create bottlenecks for fish as they move upstream during low-flow conditions. Riffles are reaches of swift, turbulent water with gravel, cobble, boulder, or bedrock substrates. Cobbles and boulders often emerge within riffles during low-flow periods (Normandeau, 2015). Depletion of interconnected surface water within critical riffles has the potential to preclude or delay upstream migration and can potentially cause fish stranding or mortality.
There is limited available biological data or information is to assesses whether depletion effects in the Confluence Area are significant and unreasonable. While aquatic species that live in intermittent or ephemeral environments have adapted to periodic dry or low-flow conditions to survive, it is not known whether depletion causes stranding in isolated habitat areas or mortality that would not otherwise occur and, if so, whether such effects are significant and unreasonable. The bottom line is that biological effects of depletion in the Confluence Habitat Areas are considered a data gap.","Page 98 / 4.4.1
Page 125-127 / 4.9.1","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? Lowering of GW Levels, depletion of ISW to some extent
3. Are impacts to GDEs well analyzed? Somewhat
Impacts of degraded water quality not assessed; impacts on lowered GW levels assessed; impacts of depletion of ISW acknowledged to have data gaps; SOMEWHAT",
