Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"The principle water-bearing formations in the Enterprise Subbasin, the Tuscan and Tehama Formations, together function as one large, leaky unconfined aquifer with increasing degrees of confinement with depth.

&& To identify areas where interconnected surface waters may be present, an analysis was performed based on reviewing depth to groundwater data. The underlying assumption of this analysis is that the shallower the depth to groundwater, the more likely that area is in hydraulic connection to surface water. To document this relationship, the simulated April water-table elevations in WYs 1999 through 2018 (from the EAGSA Model, see Appendix F) were averaged to develop a seasonal high-water-table distribution. The month of April was selected because it represents a period of seasonal high groundwater levels that would be anticipated to result in greater connection between groundwater and surface-water features in the Enterprise Subbasin. The average water-table elevations were then compared to the stream bottom elevations, estimated from available topographic information (USGS, 2019b; USGS, 2018; COR, 2019) to evaluate where modeled streams and the water table were in direct connection (that is, the water table at a given point is above the stream bottom elevation). Figure 3-17 presents the results of that analysis.","Page 3-7 / 3.1.6.3

&& Page 3-15 / 3.2.2","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes- there is one unconfined aquifer in the basin
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",No,,,"1. Were data gaps identified? no
2. Were the data gaps identified in the ISW section? no"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? no
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,"The NC vegetation in the subbasin is dominated by Fremont cottonwood (19 percent), valley oak (43 percent), and riparian mixed hardwood and shrubs (21 percent). Of the NC wetlands mapped in the Enterprise Subbasin, approximatel  75 percent are categorized as riverine, and approximately 25 percent are categorized as palustrine. Of the riverine wetlands in the Enterprise Subbasin, approximately 95 percent of the area is permanently or semi-
permanently flooded, and 5 percent of the area is seasonally flooded. Approximately 5 percent of the palustrine wetlands are permanently or semi-permanently flooded, and 95 percent are seasonally flooded.",Page 3-10 / 3.1.6.6,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? somewhat - the plan briefly lists the main vegetation types in the GDEs, but does not list any fauna in the basin that might rely on GDEs
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? no - there was no mention of threatened/endangered/critical species"
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Figure 3-11 presents the distribution of potential GDEs within the Enterprise Subbasin contained in the DWR Natural Communities (NC) dataset (DWR, 2020b).

&& The top pane of Figure 3-11 presents the nearly 2,600 acres of potential GDEs mapped within the Enterprise Subbasin. These data indicate that NC wetlands typically occur within and immediately adjacent to stream channels (primarily the Sacramento River and Cow Creek), whereas NC vegetation areas are typically present in floodplain areas associated with streams.

&& As was discussed in the preceding sections, the primary aquifer in the Enterprise Subbasin is a heterogeneous, leaky system (that is, there are not defined “layers” of aquifers separated by aquitards). When considering whether the mapped potential GDEs have a connection to groundwater, the EAGSA selected a depth to groundwater threshold of up to 30 feet bgs. This threshold was deemed to provide aconservative buffer when considering the rooting depths of the mapped species described in the preceding paragraph (for example, the Fremont Cottonwood rooting depth is estimated at approximately10 to 17 feet). The second pane on Figure 3-11 presents potential GDEs overlying areas of shallow groundwater within 30 feet of land surface within the Enterprise Subbasin based on April 2018 groundwater conditions. As will be discussed further in Section 3.2, groundwater levels in the Enterprise Subbasin are generally highest in the winter and spring, and lowest in the summer and fall. As such, the period of seasonal high groundwater levels was considered appropriate when evaluating potential GDEs in the subbasin. As shown on the second pane of Figure 3-11, approximately 2,200 acres of potential GDEs overlie areas of shallow groundwater within the Enterprise Subbasin. It should be noted that there has been no independent verification that the locations shown on this map constitute actual GDEs; therefore, Figure 3-11 shows only potential GDEs. Additional field reconnaissance may be necessary to further inform the potential existence of these GDEs. In addition to publishing guidance documents to support GSAs, the Nature Conservancy has developed the GDE Pulse dataset.9  This online mapping tool provides an overview of GDE changes (growth or decline) between defined time periods using satellite-based remote sensing data. These methods “take advantage of different patterns of reflectance related to the level of surface moisture and/or photosynthetic chlorophyll present in vegetation.” The two datasets published on the GDE pulse online interactive mapping tool include (1)Normalized Derived Vegetation Index (NDVI), which is an estimate of vegetation greenness and (2) Normalized Derived Moisture Index (NDMI), which i 421 s an estimate of vegetation moisture. Both the NDVI and NDMI datasets for the 1985 through 2018 timeframe indicate that the majority of the potential GDEs in the Enterprise Subbasin showed little to no change to moderate increase. Available data for the 2014 through 2018 period (which includes the recent drought) shows a more variable pattern ranging from large increase to large decrease; however, a majority of the subbasin remained in the little to no change to moderate increase category.","Page 3-9 / 3.1.6.6

&& Page 3-10 / 3.1.6.6

&& Page 3-10-11 / 3.1.6.6","1. Is there a map? yes- figure 3-11
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - the plan used the NC Datset then refined the GDEs by overlaying the NC datset with groundwater level areas that are 30 feet or less (from April of 2018). Approximately 4,000 of the 5,000 acres of NC dataset overlie the areas of shallow groundwater.  The GDE Pulse tool was also used to discuss vegetation trends in the GDEs. "
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Yes,"As was discussed in the preceding sections, the primary aquifer in the Enterprise Subbasin is a heterogeneous, leaky system (that is, there are not defined “layers” of aquifers separated by aquitards). When considering whether the mapped potential GDEs have a connection to groundwater, the EAGSA selected a depth to groundwater threshold of up to 30 feet bgs. This threshold was deemed to provide aconservative buffer when considering the rooting depths of the mapped species described in the preceding paragraph (for example, the Fremont Cottonwood rooting depth is estimated at approximately10 to 17 feet). The second pane on Figure 3-11 presents potential GDEs overlying areas of shallow groundwater within 30 feet of land surface within the Enterprise Subbasin based on April 2018 groundwater conditions. As will be discussed further in Section 3.2, groundwater levels in the Enterprise Subbasin are generally highest in the winter and spring, and lowest in the summer and fall. As such, the period of seasonal high groundwater levels was considered appropriate when evaluating potential GDEs in the subbasin. As shown on the second pane of Figure 3-11, approximately 2,200 acres of potential GDEs overlie areas of shallow groundwater within the Enterprise Subbasin. It should be noted that there has been no independent verification that the locations shown on this map constitute actual GDEs; therefore, Figure 3-11 shows only potential GDEs. Additional field reconnaissance may be necessary to further inform the potential existence of these GDEs.",Page 3-10 / 3.1.6.6,"1. Is data from shallowest principal aquifer used? yes- one unconfined aquifer in basin 
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) yes - the plan used the April 2018 groundwater data, which is described in more detail in section 3.2.1 (groundwater elevations). Table 3-1 presents the screening depths of the wells figure 3-12 shows the groundwater well locations and the spring 2018 contours. 
"
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"The second pane on Figure 3-11 presents potential GDEs overlying areas of shallow groundwater within 30 feet of land surface within the Enterprise Subbasin based on April 2018 groundwater conditions. As will be discussed further in Section 3.2, groundwater levels in the Enterprise Subbasin are generally highest in the winter and spring, and lowest in the summer and fall. As such, the period of seasonal high groundwater levels was considered appropriate when evaluating potential GDEs in the subbasin",Page 3-10 / 3.1.6.6,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

No, only spring 2018 groundwater data used"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,The fall 2018 Sacramento River surface-water elevations were interpolated from the previously extracted elevations from the digital elevation model and the difference between the spring 2018 and fall 2018 surface-water elevations at the river gauges.,Page 3-12 / 3.2.1.1,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no - a DEM was mentioned in reference to the surface water elevations, but no description of corrected groundwater measurements for land surface elevation"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"It should be noted that there has been no independent verification that the locations shown on this map constitute actual GDEs; therefore, Figure 3-11 shows only potential GDEs. Additional field reconnaissance may be necessary to further inform the potential existence of these GDEs.

&& Although there is adequate density of monitoring wells to assess groundwater-level SMCs, data gaps related to the groundwater-level monitoring network are identified as follows:  As listed in Table 5-1, 8 of the 15 well completions in the groundwater-level monitoring network are residential, irrigation, industrial, or unknown well types. Including such well types in the network could result in lack of reliable access to static (nonpumping) groundwater-level measurements. DWR’s BMP for Monitoring Networks and Identification of Data Gaps (DWR, 2016c) indicates that such well types can be used temporarily until either dedicated monitoring wells can be installed or an existing well can be identified that meets the criterion of being a dedicated monitoring well.  A limited number of shallow monitoring wells is near GDEs to assess impacts on these beneficial users.  As shown on Figure 5-1, relatively large areas of the Enterprise Subbasin lack groundwater-level monitoring wells, particularly in the northern and western portions of the subbasin.  There is a lack of well completion information (screen intervals) for some wells.","Page 3-10 / 3.1.6.6

&& Page 5-4 / 5.3.6","1. Were data gaps identified?  somewhat - a vague statement was made in the GDE section about the possibility of field work needed to verify GDEs
2. Were the data gaps identifed in the GDE section? yes - in the data gaps section of the groundwater level monitoring network, the plan states that there are a lack of shallow wells to understand GDEs... this was not mentioned in GDE section."
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"As shown on the second pane of Figure 3-11, approximately 2,200 acres of potential GDEs overlie areas of shallow groundwater within the Enterprise SubbasinIt should be noted that there has been no independent verification that the locations shown on this map constitute actual GDEs; therefore, Figure 3-11 shows only potential GDEs. Additional field reconnaissance may be necessary to further inform the potential existence of these GDEs.",Page 3-10 / 3.1.6.6,"1. Is there a map AND description of pGDEs? yes - the plan describes all the GDEs as potential and maps them in figure 3-11. While approximately 2,200 acres of GDEs overlap with shallow groundwater of the 2,600 acres of NC dataset GDEs, the plan includes both maps and concludes that more information is needed to verify GDEs. "
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",No,"Table 4-3 and Figure 4-4 present averages of the components of the historical, current, and projected land system budgets for the Enterprise Subbasin, while Figure 4-7 presents the total of each component of the historical, current, and projected land system budgets for each year. According to the EAGSA Model results (see Appendix F for more details), the subbasin received an average of about 240 TAFY of land system inflows and outflows during the 20-year historical period. The fact that the inflows equal the outflows means that the land system is in balance. During this period, inflows were mostly from precipitation (199 TAFY), followed by applied water (both purveyor and non-purveyor supplied), groundwater discharge to land surface, and shallow groundwater uptake. ACID deliveries in the Enterprise Subbasin average approximately 8 TAF for the historical, current, and projection periods, respectively. Application of this water for irrigation is not only beneficial for sustaining agriculture but also for providing an additional source of groundwater recharge in the Enterprise Subbasin. The largest outflows from the land system were ET of precipitation; runoff to streams; and groundwater recharge from precipitation,applied water and septic systems (all of which were of similar magnitude ranging from 70 to 77 TAFY), followed by ET of applied water and ET of shallow groundwater.","Page 4-7 / 4.5.1
Table 4-3","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No; Native/Riparian Vegetation not mentioned at all in the WB section
"
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,"Managed wetlands. DWR land use records indicate that there are no managed wetlands in the subbasin (CNRA, 2020a).",Page 2-4 / 2.3.2,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
"
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Pursuant to GSP regulations, the projected water budget is required to account for the effects of climate change. As discussed in Section 3.5.1, an analysis was performed to establish a compliant projection period and associated climate-change approach. Based on this analysis, climate-change projections from the HadGEM2-ES, RCP 8.5 GCM were selected to serve as the basis for future precipitation and ET0 data simulated in the EAGSA Model. Precipitation and ET0 raster datasets were intersected with the EAGSA Model grid cells, based on the BCM v8 simulation of the HadGEM2-ES, RCP 8.5 GCM. Projected ET0 data for the EAGSA Model domain were bias corrected to reflect the historical monthly adjustment applied to historical BCM ET0 estimates to better reflect RAGB climate conditions as discussed in Section 3.7.1. These factors were averaged into long-term monthly adjustment factors and were applied to each corresponding month in the projection period to reduce biases inherit in BCM’s raw ET0 estimates.","Appendix F, page 5-1 / 5.1.1","1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? GSP used a single combination of GCM (HadGEM2-ES) and RCP (RCP 8.5) to account for climate change
3. If using DWR climate change factors, do they use 2030, 2070 or both?"
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"Pursuant to GSP regulations, the projected water budget is required to account for the effects of climate change. As discussed in Section 3.5.1, an analysis was performed to establish a compliant projection period and associated climate-change approach. Based on this analysis, climate-change projections from the HadGEM2-ES, RCP 8.5 GCM were selected to serve as the basis for future precipitation and ET0 data simulated in the EAGSA Model. Precipitation and ET0 raster datasets were intersected with the EAGSA Model grid cells, based on the BCM v8 simulation of the HadGEM2-ES, RCP 8.5 GCM. Projected ET0 data for the EAGSA Model domain were bias corrected to reflect the historical monthly adjustment applied to historical BCM ET0 estimates to better reflect RAGB climate conditions as discussed in Section 3.7.1. These factors were averaged into long-term monthly adjustment factors and were applied to each corresponding month in the projection period to reduce biases inherit in BCM’s raw ET0 estimates.","Appendix F, page 5-1 / 5.1.1","1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? HadGEM2-ES GCM and RCP 8.5
3. If other than DWR factors, do they use an ensemble of models or single model run? Single model run"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Pursuant to GSP regulations, the projected water budget is required to account for the effects of climate change. As discussed in Section 3.5.1, an analysis was performed to establish a compliant projection period and associated climate-change approach. Based on this analysis, climate-change projections from the HadGEM2-ES, RCP 8.5 GCM were selected to serve as the basis for future precipitation and ET0 data simulated in the EAGSA Model. Precipitation and ET0 raster datasets were intersected with the EAGSA Model grid cells, based on the BCM v8 simulation of the HadGEM2-ES, RCP 8.5 GCM. Projected ET0 data for the EAGSA Model domain were bias corrected to reflect the historical monthly adjustment applied to historical BCM ET0 estimates to better reflect RAGB climate conditions as discussed in Section 3.7.1. These factors were averaged into long-term monthly adjustment factors and were applied to each corresponding month in the projection period to reduce biases inherit in BCM’s raw ET0 estimates. Figure 5-1 presents the historical and projected annual precipitation and bias-corrected ET0 for the EAGSA Model. As previously discussed, the projected precipitation is taken directly from the HadGEM2-ES, RCP8.5 GCM. According to this GCM, annual precipitation is projected to vary from year to year with a low of 13 inches in WY 2043 to a maximum of about 69 inches in WY 2036. The projected MAP over WY 2019 through WY 2071 is approximately 36 inches, which is slightly lower than the approximate 38-inch MAP over the historical period. Generally, the variability into the future, according to the selected GCM, is within the range of the historical precipitation; however, multi-year droughts are apparent in the selected GCM. For example, beyond 2060 a significant drought with 5 consecutive Critically Dry or Dry years is projected to occur, followed by a single Above Normal year, and another 5 consecutive years of Critically Dry or Dry years. In contrast, projected ET0 exhibits very minor fluctuations from year-to-year; however, there is a clear increasing trend in the projected ET0. This is a direct result of the changes in temperature simulated by the HadGEM2-ES, RCP 8.5 GCM. However, the projected ET0 is within the historical variability of the BCM bias corrected historical ET0.","Appendix F, page 5-1 / 5.1.1",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Pursuant to GSP regulations, the projected water budget is required to account for the effects of climate change. As discussed in Section 3.5.1, an analysis was performed to establish a compliant projection period and associated climate-change approach. Based on this analysis, climate-change projections from the HadGEM2-ES, RCP 8.5 GCM were selected to serve as the basis for future precipitation and ET0 data simulated in the EAGSA Model. Precipitation and ET0 raster datasets were intersected with the EAGSA Model grid cells, based on the BCM v8 simulation of the HadGEM2-ES, RCP 8.5 GCM. Projected ET0 data for the EAGSA Model domain were bias corrected to reflect the historical monthly adjustment applied to historical BCM ET0 estimates to better reflect RAGB climate conditions as discussed in Section 3.7.1. These factors were averaged into long-term monthly adjustment factors and were applied to each corresponding month in the projection period to reduce biases inherit in BCM’s raw ET0 estimates. Figure 5-1 presents the historical and projected annual precipitation and bias-corrected ET0 for the EAGSA Model. As previously discussed, the projected precipitation is taken directly from the HadGEM2-ES, RCP8.5 GCM. According to this GCM, annual precipitation is projected to vary from year to year with a low of 13 inches in WY 2043 to a maximum of about 69 inches in WY 2036. The projected MAP over WY 2019 through WY 2071 is approximately 36 inches, which is slightly lower than the approximate 38-inch MAP over the historical period. Generally, the variability into the future, according to the selected GCM, is within the range of the historical precipitation; however, multi-year droughts are apparent in the selected GCM. For example, beyond 2060 a significant drought with 5 consecutive Critically Dry or Dry years is projected to occur, followed by a single Above Normal year, and another 5 consecutive years of Critically Dry or Dry years. In contrast, projected ET0 exhibits very minor fluctuations from year-to-year; however, there is a clear increasing trend in the projected ET0. This is a direct result of the changes in temperature simulated by the HadGEM2-ES, RCP 8.5 GCM. However, the projected ET0 is within the historical variability of the BCM bias corrected historical ET0.","Appendix F, page 5-1 / 5.1.1",
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Somewhat,"The methodology described in Section 3.7.1 for the development of stream inflows from contributing catchments from ungauged watersheds was adapted for the development of projected stream inflows for the EAGSA Model. Initially, the BCM-derived runoff was aggregated across each of the contributing catchments through the projection period (that is, WYs 2019 through 2071). These runoff estimates were then adjusted using the same bias-correction technique on a monthly and annual scale. Adjustment factors presented in Tables 3-8 and 3-9 in Section 3.7.1 were applied to the projected runoff, based on the same contributing catchment relationship as shown in Table 3-10. Figure 5-2 presents the historical and projected stream inflows for summarized contributing catchments of the EAGSA Model. Stream inflows from the west and northeast contributing catchments are the two largest contributors of stream inflows to the EAGSA Model. All three contributing catchments exhibit similar streamflow responses throughout the historical and projected periods. For the west contributing catchments, there is a single year where stream inflows are greater than the historical simulation period maximum (approximately 1,775 TAF in WY 2017) with peak streamflow of around 2,714 TAF occurring in WY 2036 . Similarly, the northeast and east contributing catchments portray a peak stream inflow year in WY 2036 of around 1,135 TAF and 370 TAF, respectively.
&&
As discussed in Chapter 2, CSA #8 - Palo Cedro relies solely on groundwater, ACID relies solely on surface water, and COR and BVWD rely on a combination of surface-water and groundwater supplies to meet water demands in the Enterprise Subbasin. COR diverts CVP water under two separate contracts with Reclamation. The larger contract (up to 21 TAFY) represents a senior water right (pre-1914). During April through October of critically dry years, this contract may be reduced by up to 25 percent of the volume that COR diverted during the previous 3 non-critical WYs (COR, 2015). The smaller contract (up to 6,140 AF/year) represents a more junior water right. During critically dry or less severe WYs, this contract may be reduced by up to 75 percent of the volume that COR diverted during the previous 3 non-constrained (that is, full allocation) WYs. ACID diverts CVP water from the Sacramento River under a contract with Reclamation of up to 125 TAFY (121 TAFY of base supply and 4 TAFY of project supply). Similar to COR, ACID’s April through October water rights are subject to reduction of up to 25 percent during critically dry years (based on diversions during the 3 previous non-critical WYs). BVWD holds a contract with
Reclamation to divert up to 24,578 AF/year of CVP water from the Sacramento River (BVWD, 2015). This contract is subject to Reclamation’s Water Shortage Policy (Reclamation, 2015). During shortage years, BVWD’s municipal and industrial supply can be reduced up to 75 percent of the volume diverted during the previous 3 non-constrained WYs or to an estimated public health and safety volume (which may be a significantly smaller volume than a 25 percent allocation). BVWD’s agricultural surface-water supply can be reduced by up to 100 percent during shortage years. Although there is a measure of uncertainty with respect to the reliability of surface-water supplies for the more junior contracts, purveyors have the ability to meet water demand through groundwater pumping, intrabasin water transfers, and conservation measures.","Appendix F, Page 5-1 / 5.1.2
Page 4-13 / 4.6","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? Water is imported, but is not separated out/adjusted as its own input (if it is included in budget tables)"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"The Enterprise Subbasin is not vulnerable to seawater intrusion, given its distance from the Pacific Ocean and associated bays and estuaries. Therefore, pursuant to GSP regulation § 354.26(d), SMCs are not applicable to this sustainability indicator.",Page 6-5 / 6.3.1,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Because the historical, current, and Future Baseline projections indicate that undesirable conditions will not occur, an additional projection simulation was performed to help inform selection of SMCs and aid in estimating a sustainable yield. This simulation, discussed further in Appendix F and referred to as the Increased Groundwater Use Scenario, involved increasing the outdoor water demand in irrigated parcels by roughly two-fold, which would increase future water demands beyond what has been estimated by local water purveyors. Similar to the Future Baseline simulation, the Increased Groundwater Use Scenario conservatively assumed that increased future water demand would be met through increased groundwater pumping in the subbasin. This involved expanding both the “footprints” of wellfields and magnitude of pumping within purveyor service areas and increasing the magnitude of pumping outside of purveyor service areas. The average projected pumping in the Enterprise Subbasin under the Increased Groundwater Use Scenario is 75 TAFY. Figure 4-10 presents the results from this projection scenario (bottom chart). Although the estimated volume of groundwater in storage is lower than the Future Baseline simulation, the annual change in storage pattern is similar. That is, groundwater storage decreases during drier periods but recovers during wetter periods. Although the cumulative change in storage declines beginning in the mid-century, there is still significant annual recovery during some years. As will be discussed further in Chapter 6, these future conditions are unlikely to create undesirable results. As such, the sustainable yield for the Enterprise Subbasin is estimated to be at least 75 TAFY, which represents the long-term average groundwater pumping under the Increased Groundwater Use Scenario.",Page 4-15 / 4.7,"Projected SY is based on the ""Incresed Groundwater Use Scenario"", which is in turn based on the projected WB (but with higher assumed GW use). The projected future yield is not projected to cause undesirable results, even under with higher GW extraction."
