Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"Ecosystems were characterized as groundwater dependent if NDVI and NDMI were positively correlated with groundwater elevations in the production aquifer adjacent to the habitat, and: (1) groundwater levels measured at nearby (<1km from GDE Evaluation Unit boundary (TNC, 2018)) wells were shallower than 30 ft. bgs underlying potential vegetation GDEs identified in the NCCAG dataset, or (2) groundwater is actively discharged to land surface at potential wetland GDEs identified in the NCCAG dataset. This criteria for groundwater depth is identified by TNC as representative groundwater conditions that may sustain common phreatophytes and wetland ecosystems (TNC, 2018). Ecosystems were characterized as not groundwater dependent if groundwater levels were not correlated with NDVI and NDMI, there was geologic evidence of a local confining layer separating shallow groundwater from the underlying production zone, the habitats persisted during periods where underlying groundwater levels were much deeper than 30 ft. bgs, or previous site investigations indicate that the habitats are sustained by applied surface water.",Page 1133 (of pdf) / appendix J,"Depth-to-groundwater measurements from nearby shallow wells (<1km) were used, but even if DTG was within 30 feet - NDVI and NDMI had to correlate with groundwater.  This is an incorrect method, since a lack of a relationship does not preclude that groundwater is not providing some of the ecosystems water needs.  && If the ecosystem is tapping into local confining units that can be categorized as prinicipal aquifers then the ecosystem should be a GDE. If the issue is that there are no data to characterize groundwater conditions in the shallow prinicipal aquifer then it should be characterized as a pGDE.","Changed from yes to no because the plan used a wrong criteria to remove GDE polygons. Previously, this was accounted for in line 34, but it should be accounted for here"
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,,Appendix J (Figures 3 through 10),"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Various water years were used to evaulate each GDE unit, most with data from 1990s/early 2000s to present. Some units do not have available data, but the majority have a decent temporal range.",Changed from somewhat to yes because water year type does not have to be mentioned if the record of groundwater is long enough and spans multiple water year types
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? No mention of this, so assuming not.",
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"However, there are no groundwater elevation measurements collected in the vicinity of these vegetated areas that could be used to identify whether the vegetation relies on groundwater or infiltrating surface water. Lack of groundwater elevation data prohibits characterization of the underlying groundwater condition",2-76 / 2.4.7.2,"1. Were data gaps identified? somewhat - vague mention of lack of groundwater data available to assess GDEs but no clear mention of data gaps
2. Were the data gaps identifed in the GDE section? yes",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"Example: ""There are a number of privately owned wells within a 1km radius of the Box Springs Mountains GDE Evaluation Unit (Figure 3). However, groundwater levels, production, and lithology at these wells are not reported; therefore, groundwater interactions with the ecosystems within the Box Springs Mountains GDE Evaluation Unit cannot be characterized. Because there is not enough data to characterize groundwater-habitat interactions in this GDE Evaluation Unit, the Box Springs Mountains GDE Evaluation Unit was characterized as a potential groundwater dependent ecosystem. Further characterization of the habitat and its potential dependence on groundwater will be warranted if future groundwater extractions are planned for this area.""",Appendix J (p. 1135),1. Is there a map AND description of pGDEs? yes,
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",No,"Groundwater outflows in the Basin consist solely of evapotranspiration losses from shallow groundwater and groundwater extractions. Groundwater losses due to evapotranspiration are not explicitly measured or modeled using the SJFM-2014. However, these losses were implicitly accounted for during development of the SJFM-2014 and calibration of the percolation factors used to convert applied water volumes, precipitation, and recycled water storage volumes to estimates of groundwater recharge.  ",Page 2-94 / 2.5.2,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No
",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,"Groundwater outflows in the Basin consist solely of evapotranspiration losses from shallow groundwater and groundwater extractions. Groundwater losses due to evapotranspiration are not explicitly measured or modeled using the SJFM-2014. However, these losses were implicitly accounted for during development of the SJFM-2014 and calibration of the percolation factors used to convert applied water volumes, precipitation, and recycled water storage volumes to estimates of groundwater recharge.  ",Page 2-94 / 2.5.2,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Managed Wetlands in the water budget? No
",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Future water budgets for the Plan Area were generated using simulation results from the SJFM-2014 for three future scenarios: (1) Future Baseline, (2) Future Baseline with Climate Change I, and (3) Future Baseline with Climate Change II. Each scenario incorporated the same projects and groundwater extraction scenarios, and utilized the synthetic hydrologic conditions created by appending the 17-year hydrologic record between 1996 and 2012 to the 35-year hydrologic record between 1984 and 2018. DWR 2030 Central Tendency Climate Change Factors were applied to the synthetic hydrologic record in scenario (2), and DWR 2070 Central Tendency Climate Change Factors were applied to the synthetic hydrologic record in scenario (3).  ",Page 2-112 / 2.5.6.3,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR
3. If using DWR climate change factors, do they use 2030, 2070 or both? Both 2030 & 2070",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"Future water budgets for the Plan Area were generated using simulation results from the SJFM-2014 for three future scenarios: (1) Future Baseline, (2) Future Baseline with Climate Change I, and (3) Future Baseline with Climate Change II. Each scenario incorporated the same projects and groundwater extraction scenarios, and utilized the synthetic hydrologic conditions created by appending the 17-year hydrologic record between 1996 and 2012 to the 35-year hydrologic record between 1984 and 2018. DWR 2030 Central Tendency Climate Change Factors were applied to the synthetic hydrologic record in scenario (2), and DWR 2070 Central Tendency Climate Change Factors were applied to the synthetic hydrologic record in scenario (3).  ",Page 2-112 / 2.5.6.3,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Central Tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"""The synthetic hydrologic record used in the Future Baseline Scenario resulted in an average annual Basin area-weighted precipitation rate of 12.8 inches per water year. The application of 2030 climate change factors in Scenario (2) reduced the average annual Basin area-weighted precipitation rate by 0.3 inches per water year from the Future Baseline Scenario. The application of 2070 climate change factors in Scenario (3) reduced the average annual Basin area-weighted precipitation rate by 0.6 inches per water year from the Future Baseline Scenario.""  
&& 
""Precipitation in the SJGB is projected to decrease by approximately 3% overall in the 2030 scenario for the SJGB. In the 2070 scenario, overall precipitation is projected to decrease by approximately 6% relative to the historical record. At the Lake Perris precipitation gauge, this decrease in precipitation translates to a reduction in the mean annual precipitation of approximately 0.15 inches in the 2030 scenario and approximately 0.47 inches in the 2070 scenario. The climate change factors provided by DWR have been incorporated into two numerical groundwater simulations of future conditions in the Basin in order to assess the impacts of potential future climate scenarios on groundwater conditions (see Section 2.5.6.3 Projected Water Budget).  ""","Page 2-112 / 2.5.6.3
Page 2-51 / 2.2.3",,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Within the SJGB, the 2030 and 2070 datasets consist of monthly change factors for precipitation and evapotranspiration that, when multiplied by the historical precipitation or evapotranspiration provide an estimate of future climate conditions. Overall, evapotranspiration is projected to increase by approximately 5% relative to historical rates in the 2030 scenario. In the 2070 scenario, evapotranspiration is projected to increase by approximately 7% relative to historical rates. Higher evapotranspiration rates reflect projected increases in temperature for the SJGB in each of these scenarios.  ",Page 2-51 / 2.2.3,,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"""During the 52-year synthetic hydrologic record used in the Future Baseline simulation, surface water entered the Plan Area through the San Jacinto River during water years 2028, 2030, 2032, 2033, 2040, 2041, 2056, 2063, and 2064. In these nine years, San Jacinto River flows entering the Plan Area ranged from approximately 10 AF to approximately 1,400 AF (Table 2-28). Seven of these water years were characterized as wet water years and two of these were characterized as dry water years. During these 9 water years, San Jacinto River water provided a maximum of approximately 70 AF of recharge to the Plan Area.  && ""Flows in the San Jacinto River were adjusted using the 2030 central tendency precipitation change factors to account for the influence of reduced precipitation in the San Jacinto Mountains on stream flows entering the Basin. During these 52-year simulation period, San Jacinto River water provided a maximum of approximately 65 AF of recharge to the Plan Area. Flows in the Perris Valley Storm drain were adjusted using the 2030 Central Tendency precipitation change factors to account for the influence of precipitation variability on surface runoff in the cities of Moreno Valley and Perris. Under the 2030 Central Tendency conditions, the SJFM-2014 estimates approximately 300 AF of surface water recharges the Plan Area through the Perris Valley Storm Drain. This is similar to the historical and Future Baseline conditions (Table 2-31).
&&
Under the 2070 climate change conditions, the Basin is expected to receive approximately 83,800 AF of recharge annually. This is approximately 5,900 AFY more recharge than historical conditions in the Basin. The increase in recharge is largely driven by the imported water recharge and incidental recharge from recycled water storage (Tale 2-34).""","Page 2-123 / 2.5.6.3.2
Page 2-125 / 2.5.6.3.2
Page 2-137 / 2.5.6.3.3
Table 2-28
Table 2-34","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change?
Imported water included (listed as ""sales"") and is adjusted for 2030 and 2070 CT ",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"The historical sustainable yield was estimated for the Plan Area using the SJFM-2014 simulation results for water years 1985 to 2012. During this period, average annual outflow from the Plan Area was` approximately 24,000 AFY (Table 2-18). Approximately 20,200 AFY of the outflow was from groundwater extractions (both groundwater production and extractions from the toe drains west of the Perris Dam) and the other approximately 3,800 AFY of the outflows was subsurface flow from the Plan Area into the Hemet-San Jacinto Management Area. This 3,800 AFY is accounted for as inflow to the Hemet-San Jacinto Management Area in the Stipulated Judgement. Over the same time period, the Plan Area experienced an average annual increase of groundwater in storage of approximately 15,600 AFY (Table 2-20). The historical sustainable yield for the Plan Area was estimated by adding the average annual storage increase to the historical groundwater production rate, which results in an estimated historical sustainable yield of approximately 35,800 AFY. However, under SGMA, the true sustainable yield of the SJGB depends not only on the water balance, but also on potential impacts to sustainability indicators. Further discussion of the sustainable yield under future conditions, the sustainability indicators, and the sustainable management criteria is provided in Chapter 3. Future operations of the Plan Area will consider significant and unreasonable loss of storage, related to groundwater elevations, along with significant and unreasonable degradation of water quality related to groundwater extraction, significant and unreasonable groundwater extraction-induced subsidence, and significant and unreasonable loss of groundwater dependent ecosystem habitat.  
&&
However, based on the projected conditions in the Plan Area, the approximate sustainable yield of the Plan Area roughly equals the planned future groundwater extractions of 45,100 AFY. Future extractions that exceed this volume may cause undesirable results.","Page 2-101 / 2.5.5
Page 3-2 / 3.2","Projected SY set at projected GW extraction, no mention of climate change or water budget beyond referencing ""future conditions""",
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"Chronic lowering of groundwater levels in the Plan Area
would cause undesirable results if groundwater levels drop to elevations below which:• The effectiveness of existing and future projects to mitigate water quality degradation in the Plan Area is impaired • The volume of groundwater available in the aquifer is insufficient for domestic,
agricultural/industrial, and municipal supplies ",ES3.1 (p. 3-4),"1. Do they mention Drinking water users for UR? No
2. Which URs mention Drinking Water Users? vaguely lowering of GW
3. Are impacts to Drinking Water users well analyzed? No
4. Are all impacts of all COCs described? No
Only described in the Chronic Lowering of Groundwater Levels SMC",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed? No
",
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed? No
",
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"There are no surface water bodies in the Plan Area that connect directly to groundwater. Therefore, there is no significant and undesirable reduction of interconnected surface and groundwater in the Plan Area. Loss of interconnected surface water and groundwater due to groundwater withdrawals would be an undesirable applicable to the Plan Area if declines in groundwater levels result in a loss of interconnected surface water and groundwater that result in significant and unreasonable loss of GDEs. Groundwater and surface water are not connected along the stream channels and storm drains that run through the Plan Area (see Section 2.4.6 Groundwater-Surface Water Connections). However, there are three GDEs in the developed areas west of MARB, where groundwater is actively monitored and remediated in an effort to protect potable aquifer supplies, and there are several potential GDEs along the margins of the Plan Area where little is known about groundwater elevations (see Section 2.4.7 Groundwater Dependent Ecosystems; Figure 2-49).  
Groundwater level declines have the potential to negatively impact the GDEs west of MARB. However, these GDEs, which cover a combined area of approximately 5.4 acres (<0.01% of the Plan Area), are areas of low ecological value that are at low risk of changing water level conditions relative to the baseline conditions (see Section 2.4.7.1 GDEs). Because the GDEs west of MARB have not been designated as critical habitat, potential conversion of these areas from the current vegetation type to a prior vegetation type in the event that groundwater elevations decline is not considered to be a significant and unreasonable loss of GDE habitat in the Plan Area.  
In addition to the three positively identified GDEs in the Plan Area, there are several potential GDEs for which groundwater levels are not known. The potential GDEs are located on the margins of the Plan Area, and are not near existing or currently planned groundwater extraction wells. Therefore, it is not anticipated that groundwater elevations in the vicinity of these potential GDEs will be impacted by groundwater production. Additionally, groundwater elevations elsewhere in the Plan Area are typically greater than 30 feet bgs. Therefore, it is likely that the vegetation communities that compose these potential GDEs rely on infiltrating surface water, rather than groundwater.  
Because the potential loss of a total of 5.4 acres of degraded habitat in the Plan Area is not considered to result in a significant and unreasonable loss of GDEs and the remaining potential GDEs in the Plan Area are not adjacent to current or planned groundwater production zones, specific undesirable results related to interconnected surface water and groundwater are not defined in this GSP. However, in the event that future groundwater production is planned within a mile of a potential GDE, additional investigations should be performed to identify whether the potential GDE relies on groundwater, and whether the planned production may negatively impact the potential GDE.  ",3.2.6 (p. 3-8),"1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? ISW
3. Are impacts to GDEs well analyzed? No
GDEs only considered in the ISW indicator, They concluded no ISW's in this section, However there are three GDE's in the plan area. There are data gaps related to GDE, and they conclude the lowering of GW elevation might impact these potentrial GDE. They mention thses potential GDE's are ""of low ecological value"" more explanation on this is needed. They don't give a clear explanation on how it will impact GDE
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Of the potential COCs measured in the groundwater of the Plan Area, TDS and nitrate are the only two for which groundwater quality objectives have been developed in the Basin Plan (Table ES- 1). This means that the Basin Plan has defined concentrations of these constituents in the groundwater for the “reasonable protection of beneficial uses of water” (RWQCB 2019). Other COCs have regulatory thresholds that are applied after the groundwater has been extracted and before it can be served as drinking water. Therefore, TDS and nitrate are the focus of the water quality discussion in this GSP. $$$
 The minimum threshold for degraded water quality is a groundwater concentration of 1,000 mg/L TDS at the five-groundwater quality RMPs in the Lakeview GMZ (Table 3-2). A concentration of TDS in the groundwater equal to 1,000 mg/L corresponds to the upper secondary maximum contaminant level for TDS established by the California State Water Resources Control Board. 
 The water quality minimum threshold concentrations in the Lakeview GMZ protect against the degradation of potable aquifer supplies by ensuring that the currently impacted groundwater does not migrate to the northeast and reduce the volume of potable water in the aquifer. TDS concentrations are currently below 700 mg/L at four of the five water quality representative monitoring points, and below 1,000 mg/L at all five RMPs (Figure 3-3).","5-6 / Executive Summary
 pg 3-15, 3.3.3","1. Are MT and MO set for COCs? only for TDS in some locations
2. Do they set MT and MO for all COCs? No

 No mention of NItrate in setting MT, They only set MT for TDS if its higher than 1000 mg/l.""",
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"Groundwater quality within the Plan Area is measured against two major standards. The first is Basin Plan water quality objectives, which establish both narrative and numeric groundwater quality standards aimed at preserving existing and potential beneficial uses (see Section 2.1.2.3 Water Quality). The second set of standards consists of California drinking water maximum contaminant levels (MCLs) 30 administered and enforced by the SWRCB DDW under the California SDWA, as codified in the California Code of Regulations (CCR) Title 23. For many constituents, the Basin Plan incorporates state drinking water standards (described
 below) as the appropriate water quality objective for groundwater. For TDS and nitrate, the Basin Plan establishes water quality objectives in the Plan Area that are largely based on historical concentrations of TDS and nitrate- nitrogen from 1954 through 1973. The California SDWA prescribes enforceable primary MCL standards for five major categories of drinking water contaminants consisting of microorganisms, disinfectants and disinfection byproducts, inorganic chemicals, organic chemicals, and radionuclides (i.e., radioactive forms of elements).31 In addition, secondary MCLs have been established for non-health concerns, based on aesthetic issues, such as taste, odor, or color in the water. The SWRCB and EPA have established secondary MCLs for at least 15 contaminants. For chemical contaminants that do not have established MCLs, the SWRCB stablishes notification and response levels, which are health-based advisory concentrations and concentrations above which the SWRCB recommends removal of a drinking water source from service to protect public health, respectively. The SWRCB has established notification levels and response levels for at least 30 constituents.",65-66 / 2.4.4.1,"1. Are MT set at MCL level for COCs? No
2. Are all MT set at MCL level? No

This belongs to another chapter: The MCL set for nitrate is 10 mg/l which is based on drinking water standards. , and overall no mention of MT when defining MCL.

",
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The minimum threshold for degraded water quality is a groundwater concentration of 1,000 mg/L TDS at the five-groundwater quality RMPs in the Lakeview GMZ (Table 3-2). A concentration of TDS in the groundwater equal to 1,000 mg/L corresponds to the upper secondary maximum contaminant level for TDS established by the California State Water Resources Control Board. The water quality minimum threshold concentrations in the Lakeview GMZ protect against the degradation of potable aquifer supplies by ensuring that the currently impacted groundwater does not migrate to the northeast and reduce the volume of potable water in the aquifer. TDS concentrations are currently below 700 mg/L at four of the five water quality representative monitoring points, and below 1,000 mg/L at all five RMPs (Figure 3-3).",15 / 3.3.3,"1. Do they mention impact of groundwater elevation MT on drinking water users? No
2. Do they mention impact of water quality MT on drinking water users? Somewhat
3. Do they use quantitative data to describe the harm of crossing the MT? No

Impacts of current MTs and MOs on drinking water is not clear, they state how current MTs protect against degradation of potable water supply.

",
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

",
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? NA
4. Do they use quantitative data to describe the harm to DACs of crossing the MT? NA
",
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,"Minimum thresholds for interconnected surface water were not established for the Plan Area because there is no known significant groundwater production within a mile of any of the potential GDEs identified in the Natural Communities Commonly Associated with Groundwater database (see Sections 2.4.7 Groundwater Dependent Ecosystems and 3.2.6 Interconnected Surface Water). If future groundwater production in the Plan Area is planned within 1 mile of the identified potential GDEs, additional characterization of interconnected surface water, and subsequent reassessment of interconnected surface water minimum thresholds, may be required. ",3.3.6 (p. 3-17),"1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? They mention there is no GDE within 1 mile groundwater production
3. Do they use quantitative data to describe the harm of crossing each of the MT? No
MTs only evaluated for ISW indicator.
",
