Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Figure GWC-14 shows wells within the Basin that are known to be constructed to depths less than 150 ft bgs (“shallow” wells) and located less than two miles from surface water features, and stream gauging stations that have historical stage data. While several shallow wells are located near surface water features, few of them are located adjacent to an existing gauging station, which introduces uncertainty when comparing groundwater level and stream stage data. Further, comparisons between the available shallow groundwater levels and stream gauge measurements show limited overlap in their respective recording periods (see inset in Figure GWC-14). Only one station exists on Dry Creek and it is currently inactive, and the flow in other creeks within the Basin are not measured. As described below, comparisons between available stage, estimated channel bottom elevation, and groundwater levels measured in shallow wells suggest that Cosumnes River flows are disconnected from the Principal Aquifer beneath most of its reach within the Basin (Figure GWC-15). In the Basin Plain Subarea, evidence of disconnected conditions beneath upper portions of the river were reported in the early 1920’s (Gross, 1922). The fall water levels measured in wells located as far west as approximately Wilton Road were below the bottom of the adjacent riverbed, and consistent with contemporaneous reports of low fall flows and frequent dry conditions in the lower reaches of the Cosumnes River from October to December (Fleckenstein and others, 2004). Previous studies have reported that interconnected surface water does not exist until approximately the Cosumnes River’s confluence with Laguna Creek and likely continues to the area of tidal influence at the westernmost boundary of the Basin (Robertson-Bryan Inc., 2011). Most recently, electrical resistivity tomography (ERT) geophysical surveys in the riparian forest areas adjacent to the Cosumnes River found groundwater availability increases downstream due to shallower depths to groundwater and increasing clay content, which has a higher water retention than sand (Rohde et al., 2019). Data are not available to directly compare stage and groundwater levels along Dry Creek or other surface water features in the Basin. However, the depth to groundwater (DTW) contours mapped for the Basin indicate that groundwater in the Principal Aquifer is typically encountered at depths substantially greater than 30 ft bgs, suggesting that surface water flows and groundwater are likely disconnected across most  of the Basin (Figure GWC-4).

&& Most of the Cosumnes River, Dry Creek, and smaller surface water features are underlain by a water table that is 30 to over 150 ft bgs (Figure GWC-4), and therefore disconnected from the Principal Aquifer. However, available data indicate that the portions of the Cosumnes River west of its confluence with Deer Creek may be interconnected for part of the year (one or more months), but not in all years. Moving further down river and west of Highway 99, the Cosumnes River is understood to be more regularly interconnected. These westernmost areas of the Basin are conservatively considered to have “interconnected surface water,” at least for part of the year, but the actual relationships between surface water and the underlying Principal Aquifer is complex and remains a data gap in the GSP. Depletions of interconnected surface water is a rate or volume of water removed from the stream. Available data are insufficient to directly calculate surface water depletions from streamflow measurements or estimate depletions from a surface water budget. Estimates of depletions to groundwater therefore rely on application of the numerical surface-water groundwater model. Figure GWC-16 compares model-calculated depletions for the period WY 1999-2018 for “seasonally disconnected” and “assumed interconnected” portions of the Cosumnes River. Where the reach is seasonally disconnected, meaning it may at times be interconnected but for only one or more months during some but not all years, the depletion rate is determined primarily by river flow and stage, hydraulic conductivity of the streambed, and hydraulic conductivity of the underlying aquifer materials. Hence, the model-calculated depletions in the disconnected reach can be described as “flashy,” whereby the greatest depletions occur during high runoff events in winter and substantially decrease to near zero during the late summer and fall when there is much less flow in the river. In the interconnected reach, the depletion rate is determined by river flow and stage, hydraulic conductivity of the streambed, hydraulic conductivity of the underlying aquifer materials, and the difference between river stage and adjacent groundwater levels. The long-term average annual depletion within the interconnected reach (almost 300 AF) is lower than the average annual depletion from the disconnected reach (almost 400 AF), but the monthly depletions shown in the figure are much less variable in the interconnected reach.","Page 123-124 / 9.6.1

&& Page 124 / 9.6.2

Figure SMC-7","1. Is there a clear map of ISWs? somewhat - figure SMC-7 (Interconnected Surface Water Minimum Thresholds) shows the Cosumnes River with a large circle over the western portion that says ""data gap interconnected approach"" and another large circle over the rest of the river that says ""disconnected approach"". This is vague and no other surface water is labeled as ISW or not ISW. Also, the figure is not referenced in the ISW section.
2. Was temporal variability and used and described? somewhat - the plan used a model to calculate the depletions of assumed ISWs and used data from 1999 to 2018. Also, hydrographs in figure GWC-15 present the temporal range of data from the 1 stream gage and 3 groundwater wells on the Consmnes River. Figure GWC-14 provides shallow well locations and stream gage locations with the temporal range of data available. Temporal variability of the ISWs are not well described.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? yes - the plan does a decent job of describing the data that does exist (spatial location, temporal variability, and screening depths). There is a lack of shallow wells in proximity to active stream gages, but the plan acknowledges this fact."
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"As described below, comparisons between available stage, estimated channel bottom elevation, and groundwater levels measured in shallow wells suggest that Cosumnes River flows are disconnected from the Principal Aquifer beneath most of its reach within the Basin (Figure GWC-15). In the Basin Plain Subarea, evidence of disconnected conditions beneath upper portions of the river were reported in the early 1920’s (Gross, 1922). The fall water levels measured in wells located as far west as approximately Wilton Road were below the bottom of the adjacent riverbed, and consistent with contemporaneous reports of low fall flows and frequent dry conditions in the lower reaches of the Cosumnes River from October to December (Fleckenstein and others, 2004). Previous studies have reported that interconnected surface water does not exist until approximately the Cosumnes River’s confluence with Laguna Creek and likely continues to the area of tidal influence at the westernmost boundary of the Basin (Robertson-Bryan Inc., 2011). Most recently, electrical resistivity tomography (ERT) geophysical surveys in the riparian forest areas adjacent to the Cosumnes River found groundwater availability increases downstream due to shallower depths to groundwater and increasing clay content, which has a higher water retention than sand (Rohde et al., 2019). Data are not available to directly compare stage and groundwater levels along Dry Creek or other surface water features in the Basin. However, the depth to groundwater (DTW) contours mapped for the Basin indicate that groundwater in the Principal Aquifer is typically encountered at depths substantially greater than 30 ft bgs, suggesting that surface water flows and groundwater are likely disconnected across most of the Basin (Figure GWC-4).

&& Most of the Cosumnes River, Dry Creek, and smaller surface water features are underlain by a water table that is 30 to over 150 ft bgs (Figure GWC-4), and therefore disconnected from the Principal Aquifer. However, available data indicate that the portions of the Cosumnes River west of its confluence with Deer Creek may be interconnected for part of the year (one or more months), but not in all years. Moving further down river and west of Highway 99, the Cosumnes River is understood to be more regularly interconnected. These westernmost areas of the Basin are conservatively considered to have “interconnected surface water,” at least for part of the year, but the actual relationships between surface water and the underlying Principal Aquifer is complex and remains a data gap in the GSP.

&& The influence of depletions on surface water flows and the beneficial users of the surface water is uncertain due to the lack of quantitative diversion, return flow, and consumption data. The insert in Figure GWC-16 plots model-calculated Cosumnes River depletions and adjacent observed groundwater levels in the seasonally disconnected reach (RMW-ISW2 and RMW-ISW3), and results show that there is no simple correlation between depletions and groundwater levels

&& These studies concluded that the occurrence of fine‐grained sediment layers below coarse‐grained riverbed sediments could cause perching above the fine‐grained layer, which could extend seasonal flows in the Cosumnes by a few days (Fleckenstein et al., 2006) and also support increased evapotranspiration for riparian species (Niswonger & Fogg, 2008). Perched water systems conceptually may develop below any of the surface water features in the Subbasin when surface water flows are sustained for a period of time. However, underlying low‐permeability perching layers are most likely spatially variable and inconsistent through the various reaches.","Page 123-124 / 9.6.1

&& Page 124 / 9.6.2

&& Page 124-125 / 9.6.2

&& Page 20 / appendix L","1. Are ISWs mapped in the basin? somewhat - see line above
2. Is the mapping consistent with the assessment? somewhat - the plan first states that there are no ISWs in the basin based on groundwater levels. Then, previous studies are presented that suggest interconnection, but the plan again references groundwater levels (figure GWC-4) and suggests that surface water and groundwater are not connected at all in tha basin. This is an issue because Figure GWC-4 is only groundwter contours for fall of 2018, more data is needed to conclude disconnection 

In section 9.6.2, the plan used a model-calculatled relationship between groundwater and surface water and acknowledge that parts of the Cosumnes River may be interconnected, but that there is not enough data to prove this - but the plan does consider this as ISW

There are likely perched aquifers in the basin which are acknowledged in the GDE appendix L but not in ISW section - more data is needed to understand ISWs before conlcuding that hte majority of surface water is disconnected"
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged (no groundwater data); shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"Figure GWC-14 shows wells within the Basin that are known to be constructed to depths less than 150 ft bgs (“shallow” wells) and located less than two miles from surface water features, and stream gauging stations that have historical stage data

&& These studies concluded that the occurrence of fine‐grained sediment layers below coarse‐grained riverbed sediments could cause perching above the fine‐grained layer, which could extend seasonal flows in the Cosumnes by a few days (Fleckenstein et al., 2006) and also support increased evapotranspiration for riparian species (Niswonger & Fogg, 2008). Perched water systems conceptually may develop below any of the surface water features in the Subbasin when surface water flows are sustained for a period of time. However, underlying low‐permeability perching layers are most likely spatially variable and inconsistent through the various reaches.",Page 123 / 9.6.1,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - there is one unconfined aquifer in the basin and the plan makes sure to ackowledge that only shallow wells in the aquifer were used in ISW assessment. Also, in appendix L, the presence of perched aquifers is acknolwedged.
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"These westernmost areas of the Basin are conservatively considered to have “interconnected surface water,” at least for part of the year, but the actual relationships between surface water and the underlying Principal Aquifer is complex and remains a data gap in the GSP.

&& Data are not available to directly compare stage and groundwater levels along Dry Creek or other surface water features in the Basin.

&& The Basin DMS contains information for 61 shallow wells that are constructed to depths less than 150 ft bgs. While several shallow wells are located near surface water features, few to none are located adjacent to an existing river/stream gauging station, and no pairs are shallow enough and close enough to identify potentially perched groundwater conditions. These deficiencies introduce
uncertainty when comparing shallow groundwater level and stream stage data. Four gauging stations on the Cosumnes River have recorded flow or stage, indicating that there are multiple potential reaches where flows may be able to be compared to estimate seepage or leakage. However, only one inactive station exists on Dry Creek while stations have not been established on the remaining creeks. Comparisons between the available shallow well water levels and stream gauge measurements show there is limited overlap in their respective recording periods. The well and gauging station data in the Basin DMS are therefore inadequate for quantifying shallow conditions and represent a data gap in the evaluation of GDEs as well as interconnected surface water and groundwater.","Page 124 / 9.6.2

Page 130 / 9.7.1","1. Were data gaps identified? yes - clear and explicit description of data gaps
2. Were the data gaps identifed in the ISW section? yes"
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Yes,"However, available data indicate that the portions of the Cosumnes River west of its confluence with Deer Creek may be interconnected for part of the year (one or more months), but not in all years. Moving further down river and west of Highway 99, the Cosumnes River is understood to be more regularly interconnected. These westernmost areas of the Basin are conservatively considered to have “interconnected surface water,” at least for part of the year, but the actual relationships between surface water and the underlying Principal Aquifer is complex and remains a data gap in the GSP.",Page 124 / 9.6.2,"1. Is there a map AND description of pISW? yes - figure SMC-7 presents the ""data gap interconnected"" portion of the Cosumnes River and the ISW section includes somewhat of a description of the potential ISWs. The plan does not use the word potential, but puts quotation marks around ""interconnected surface water"", which seems to imply there is uncertainty."
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Table GWC-6 below summarizes the final distribution of potential GDEs mapped in Figure GWC-17 and reports their maximum plant rooting depths as compiled by TNC. 

&& The TNC also compiled a list of freshwater species in addition to potential vegetative and wetland GDEs located within each groundwater basin for use by GSAs to evaluate species reliant on surface water. The list includes 243 unique species grouped into eight taxonomic groups: birds, crustaceans, fishes, herps (i.e., reptiles), insects and other inverts, mammals, mollusks, and plants. Appendix K contains copies of the TNC freshwater species lists for the Basin. The species on this list, including the special status species listed below, may be present within the Basin. However, additional work supported by wildlife surveys would be needed to confirm the list. As of April 2015, species on the Federal Endangered Species list that may be present within the Basin are listed below, but not all species in list are reliant on groundwater or interconnected surface water (for example, vernal pool fairy shrimp).: Bird of Conservation Concern: bald eagle, tricolored blackbird, and willow flycatcher • Threatened: vernal pool fairy shrimp, Central Valley steelhead, California tiger salamander, California red-legged frog, and giant gartersnake • Endangered: vernal pool tadpole shrimp, Sacramento Orcutt grass • Under review in the candidate or petition process: foothill yellow-legged frog and western spadefoot. As of April 2015, species on the California Endangered Species or Sensitive Species lists that may be present within the Basin include the following: • Endangered: bald eagle, willow flycatcher, Sacramento Orcutt grass, fleshy owl’s-clover • Special Concern: American white pelican, canvasback, redhead, tricolored blackbird, yellowbreasted chat, yellow-headed blackbird, vernal pool fairy shrimp, vernal pool tadpole shrimp, California fairy shrimp, midvalley fairy shrimp, Central Valley steelhead, western pond turtle, foothill yellow-legged frog, California red-legged frog, western spadefoot, California floater, western pearlshell, dwarf downingia, Tuolumne coyote-thistle, pincushion navarretia, false Venus'-looking-glass, and sanford's arrowhead • Threatened: bank swallow, California tiger salamander and giant gartersnake • Watch List: white-faced ibis The Cosumnes River is also home to the fall-run Chinook salmon, which were surveyed between Michigan Bar and Meiss Road Bridge by the California Department of Fish and Wildlife (DFW) from 1953 to 1988 and 1998 to 2018 (Snider and Reavis, 2000; Azat, 2019). Figure GWC-18 shows the Chinook Salmon escapement counts for the fall-run Chinook Salmon along the Cosumnes River. Limited and/or nonexistent fall flows have been identified as the inhibitor to salmon migration (Fleckenstein et al., 2004). Recent improvements to the fish ladders at Granlees Dam and flashboard dam foundation by The Fishery Foundation of California has restored passage for salmon to reach their spawning habitats.","Page 126 / 9.7

&& Page 128-129 / 9.7

Table GWC-6","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? yes - table GWC-4 presents the vegetation and rooting depth found in potential GDEs. Appendix K contains a list of freshwater species possibly reliant on groundwater in the basin, including fauna.
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Yes - federal and state endangered species possibly present in the basin are discussed in the GDE section"
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Detailed investigation of the NCCAG data set included a desktop evaluation to identify potentially missing GDEs, followed by on- and off-site (remote) study of select sites for vegetation type, health, species composition, ecosystem change, geomorphic setting, inferred source aquifer, and man-made modifier (Appendix L). The results were evaluated and identified the maximum possible extent of potential GDEs. The vegetated areas were classified as: (1) GDEs, either confirmed by all criteria or assumed when some criteria were incomplete, (2) disconnected from the Principal Aquifer and therefore not considered GDEs, or (3) unknown as a result of one or more significant data gaps. The most influential data gap was the absence of shallow well data to confirm whether the water table in the Principal Aquifer is accessible to plant roots. Figure GWC-17(a) shows the 6,960 acres of potential GDEs in the Basin, based on the NCCAG data set, Figure GWC-17(b) shows the almost 19,700 acres of total maximum potential GDE areas, based on the desktop evaluation, and Figure GWC-17(c) shows confirmed and assumed-confirmed GDE areas (990 and 820 acres, respectively) in the westernmost part of the Basin, west of Highway 99. The 1,810 acres of confirmed and assumed-confirmed GDEs occur in an area where groundwater and surface water are likely interconnected. Historical data show that seasonal water levels can range about 10 feet between spring and fall (see hydrographs in Figure GWC-5), and the confirmed GDE area is consistent with the area determined to be underlain by water within 30 ft bgs. Remote sensing data indicate an overall upward trend in average annual greenness in the Basin, and the contrast in greenness between spring and fall conditions provided confirmation of identified GDE areas. The results from the GDE study are consistent with previous surveys that found the health of the GDEs located near the Consumnes River increased downstream when quantified by six metrics (growth, diversity, regeneration, structure, native plant dominance, and survivorship) (Rohde et al., 2019). An additional 4,020 acres of potential GDEs in the Basin Foothills subarea have unknown GDE status. In this eastern part of the Basin, the DTW is highly variable making it difficult to reliably delineate between areas where DTW is less than or greater than 30 ft bgs. Accordingly, these areas were conservatively assumed GDEs. The remaining potential areas are not characterized as GDEs, including approximately 2,430 acres of vegetation that obtain moisture from surface water and/or perched water and 11,440 acres where groundwater depths are greater than 30 ft bgs. Vegetation in these two areas are not classified as GDEs. Table GWC-6 below summarizes the final distribution of potential GDEs mapped in Figure GWC-17 and reports their maximum plant rooting depths as compiled by TNC. Reported maximum rooting depths range from 1.0 to 7.0 feet for the potential GDEs located in the westernmost portion of the Basin and 1.0 to 13 feet for potential GDEs located in the Basin Foothills subarea.",Page 125-126 / 9.7,"1. Is there a map?  yes - figure GWC17 a, b, and c
2. Is there a description of data sources and processing? (describe in notes)  yes - in the GDE section, the plan states that NC dataset was initially used, then on and off site studies of selected GDEs were conducted, including groundwater levels analysis. Appendix L goes into more detail on methods and data."
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Depth to groundwater conditions within the Cosumnes Subbasin are shown in Figure 7 based on October 2018 groundwater measurements and groundwater elevation mapping from EKI (2019). For purposes of this GDE evaluation, depth to groundwater contours were grouped into:  < 10 ft below ground surface (bgs) – adequate to support GDE species such as cottonwood (Populus fremontii) and willow (Salix spp), seep willow (Baccharis spp), and herbaceous wetlands  10 to 30 ft bgs – adequate to support GDE species such as valley oak (regardless of size/age), box elder (Acer negundo), Oregon ash (Fraxinus latifolia), walnut (Juglans spp), and mature cottonwood  >30 to <50 ft bgs – conservatively assumed adequate to support deeper rooting GDE species such as mature valley oak due to spatial and temporal variability (see discussion below).  >50 ft bgs – inadequate to support GDEs. Depth to groundwater ranges from 10 to 30 ft bgs in the west and transitions progressively deeper to greater than 100 ft bgs in most of the central portion of the Subbasin. The selection of areas between 30 and 50 ft bgs as adequate to support SGMA GDEs is justified because Figure 7 relies on a single point of time (Fall 2018), which does not account for seasonal and interannual variability. Additionally, there was an absence of monitor well data in the western portion of the Subbasin in the Fall of 2018, and thus local groundwater elevations in the area between the Cosumnes and Dry Creek drainage are not accounted for. Figure 8 shows the median and minimum depths to groundwater measured over the time period of 1950‐2020, with most of the data representing the 2010‐2020 period. These data indicate that seasonal water levels can range about 10 feet in the Basin and that areas proximal to recharge sources such as the Cosumnes River and Dry Creek show higher groundwater elevations compared to other regional wells. It is likely that surface water transmission losses can elevate the underlying water table associated with the Principal Aquifer or create localized perched water conditions that could support GDEs, as observed near the confluence of Deer Creek and the Cosumnes (Figure 8). Nevertheless, the uncertainty in local groundwater elevations in areas mapped as between 10 to 50 ft bgs and in areas proximal to the Cosumnes and Dry Creek drainages represent a data gap to resolve during GSP implementation. Within the Foothills Subarea, the depth to groundwater decreases; some wells show artesian conditions (EKI, 2019). However, depth to water estimates in the Foothills Subarea are highly uncertain due to variability in well completion intervals and general lack of spatial data. Wells within the Foothills Subarea that show shallow depth to groundwater levels appear to be completed in the deeper Ione Formation and may be representative of confined or semi‐confined conditions, whereas wells showing deeper groundwater depths appear to be completed in the Valley Springs or shallow Ione Formations of the Principal Aquifer. This is evidenced by depth to groundwater measurements greater than 50 ft bgs in three wells to the northeast of the Camanche Reservoir (Figure 7), whereas other wells within the same general area show depth to water measurements less than 10 ft bgs. Without reliable information on depth to the water table in these areas, mapped GDEs cannot be confirmed, and water levels in the shallow sediments represents a data gap to resolve during GSP implementation.
",Page 19-20 / appendix L,"1. Is data from shallowest principal aquifer used? yes - there is thought to be one unconfined aquifer in the basin and possibily perched aquifers. Shallow wells are used to supply the data for the GDE assessment.
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) somewhat - the plan acknolwedges that in certain areas of the basin, the variability in well completion intervals and lack of spatial data is an issue, but there is no clear description of the screening depths or proximity of wells to GDEs. Also, to account for the lack of temporal groundwater data used, the plan mapped the minimum and median historic groundwater levels from 1950-2020 (see figure 8 in appendix L) to show how much the groundwater levels vary, but the maximum water level should have been used, not the median. "
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"Herbaceous vegetation was assigned “na”: “not connected to groundwater,” throughout most of the subbasin because soils are fine‐grained enough to support herbaceous wetlands, especially when they lie in depressions (e.g. vernal pools and swales). Open water habitats and woody vegetation communities were also assigned an “na” class if located in areas with a depth to groundwater that exceeded 50 feet.

The remaining areas were not considered GDEs owing to the substantial depths to the water table, or because the vegetation relies on surface water or perched groundwater.","Page 33 / 3.2.3

Page 195 / 14.6.3","The Plan excluded GDEs that likely rely on surface water or perched aquifer, but there is a lack of shallow water data to know that the perched aquifer is not connected to principal aquifer. "
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"Depth to groundwater conditions within the Cosumnes Subbasin are shown in Figure 7 based on October 2018 groundwater measurements and groundwater elevation mapping from EKI (2019). For purposes of this GDE evaluation, depth to groundwater contours were grouped into:  < 10 ft below ground surface (bgs) – adequate to support GDE species such as cottonwood (Populus fremontii) and willow (Salix spp), seep willow (Baccharis spp), and herbaceous wetlands  10 to 30 ft bgs – adequate to support GDE species such as valley oak (regardless of size/age), box elder (Acer negundo), Oregon ash (Fraxinus latifolia), walnut (Juglans spp), and mature cottonwood  >30 to <50 ft bgs – conservatively assumed adequate to support deeper rooting GDE species such as mature valley oak due to spatial and temporal variability (see discussion below).  >50 ft bgs – inadequate to support GDEs. Depth to groundwater ranges from 10 to 30 ft bgs in the west and transitions progressively deeper to greater than 100 ft bgs in most of the central portion of the Subbasin. The selection of areas between 30 and 50 ft bgs as adequate to support SGMA GDEs is justified because Figure 7 relies on a single point of time (Fall 2018), which does not account for seasonal and interannual variability. Additionally, there was an absence of monitor well data in the western portion of the Subbasin in the Fall of 2018, and thus local groundwater elevations in the area between the Cosumnes and Dry Creek drainage are not accounted for. Figure 8 shows the median and minimum depths to groundwater measured over the time period of 1950‐2020, with most of the data representing the 2010‐2020 period. These data indicate that seasonal water levels can range about 10 feet in the Basin and that areas proximal to recharge sources such as the Cosumnes River and Dry Creek show higher groundwater elevations compared to other regional wells. It is likely that surface water transmission losses can elevate the underlying water table associated with the Principal Aquifer or create localized perched water conditions that could support GDEs, as observed near the confluence of Deer Creek and the Cosumnes (Figure 8). Nevertheless, the uncertainty in local groundwater elevations in areas mapped as between 10 to 50 ft bgs and in areas proximal to the Cosumnes and Dry Creek drainages represent a data gap to resolve during GSP implementation.

&& Based on the groundwater elevation data (Figure 7), GDE features were assigned a probable source aquifer as follows:  Riparian/wetland areas within 30 feet of the regional aquifer (per Fall 2018 depth to water contours) were assigned to the “r” aquifer class: “supported by the regional aquifer”  Features dominated by mature woody vegetation that occur within 30 to 50 feet depth to groundwater areas, and that were also a riverine geomorphic class were conservatively assigned to the “b” (for both) aquifer class: “supported by both regional aquifer and potentially perched water”  Herbaceous vegetation was assigned “na”: “not connected to groundwater,” throughout most of the subbasin because soils are fine‐grained enough to support herbaceous wetlands, especially when they lie in depressions (e.g. vernal pools and swales). Open water habitats and woody vegetation communities were also assigned an “na” class if located in areas with a depth to groundwater that exceeded 50 feet.  Locations with contiguous woody vegetation that fell outside aquifer classes “b” and “r” but which inhabited riverine geomorphic settings were assigned to aquifer class “a”: “supported by surface water and/or perched water”  Lastly, “u” was assigned to foothills locations where the depth to groundwater is less than 30 feet (and often less than 10 feet), but it is currently unknown whether the measured water elevations represent water table conditions or are influenced by deeper piezometric pressures ",Page 19-20 / appendix L,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

GDEs were classified based on figure 7, which is groundwater levels from October of 2018 only"
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Yes,"Depth to groundwater was calculated by subtracting contoured groundwater elevations from land surface elevation represented by the United States Geological Survey (USGS) 10-meter Digital Elevation Model (DEM). As shown on Figure GWC-4, depth to groundwater for “current conditions” in Fall 2018 ranges from less than 10 feet below ground surface (ft bgs) to more than 200 ft bgs",Page 107 / 9.1.1,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? yes
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"Nevertheless, the uncertainty in local groundwater elevations in areas mapped as between 10 to 50 ft bgs and in areas proximal to the Cosumnes and Dry Creek drainages represent a data gap to resolve during GSP implementation.

&& Without reliable information on depth to the water table in these areas, mapped GDEs cannot be confirmed, and water levels in the shallow sediments represents a data gap to resolve during GSP implementation

&& The most influential data gap was the  absence of shallow well data to confirm whether the water table in the Principal Aquifer is accessible to plant roots.","Page 19 / appendix L

Page 125 / 9.7","1. Were data gaps identified? yes
2. Were the data gaps identifed in the GDE section? yes"
