Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"For all future model scenarios, pumping by the City of Santa Monica and the Holy Cross Cemetery & Mortuary Culver City was held constant at 9,232 AFY. This production rate was chosen to represent the City of Santa Monica’s anticipated future water demands and includes groundwater recharge anticipated to occur as part of the City of Santa Monica’s Sustainable Water Infrastructure Project. The Sustainable Water Infrastructure Project will provide approximately 1,500 AFY of water to recharge local groundwater aquifers (see Section 4.6 Recharge Local Groundwater Aquifers), thereby allowing the City to maximize groundwater pumping, within sustainable yield limits, from the Olympic Wellfield (City of Santa Monica 2018a). For modeling purposes, no surface recharge was modeled, but future groundwater production of 10,500 AFY was adjusted to 9,000 AFY to account for up to 1,500 AFY of artificial recharge to the Subbasin. && The future baseline scenario without climate change or sea level rise suggests that at a groundwater production rate of 9,200 AFY the Subbasin would experience an average annual loss of storage of approximately 100 AFY (Figure 2-56). However, this change in storage includes flow across the western boundary of the model, into the Subbasin, which may indicate seawater intrusion (see Section 2.5.1.5 Inflow and Outflow to the Ocean). If this is seawater, rather than freshwater that has flowed offshore, the annual loss of freshwater from storage could be as high as approximately 2,200 AFY. As with the historical model, the Subbasin only gains water in storage in wet water years (Table 2-29). Flow to ephemeral streams and Ballona Creek is lower in the future baseline model than in the historical mode, as is the net subsurface flow to adjacent basins (Table 2-21). Annual model results for the future baseline scenario are included in Appendix I, and uncertainties associated with these future water budget estimates are discussed below in Section 2.5.5.4. && Prior studies have estimated the sustainable yield of the Subbasin to be between 10,800 AFY and 19,700 AFY (City of Santa Monica 2018). While these estimates have acknowledged the possibility of seawater intrusion, the undesirable result that is most likely to occur in the Subbasin if groundwater production rates exceed the sustainable yield over a period of ten or more years, they did not specifically analyze the potential for significant and unreasonable impacts to any of the six sustainability indicators. Seawater intrusion was documented in the Ballona aquifer prior to 1946, but there is no current evidence for seawater intrusion in either the Ballona or Silverado aquifers, as measured by chloride concentrations in the groundwater (see Section 2.4.3). Because the Ballona aquifer is not an active source of groundwater and the current pumping is from the Silverado aquifer, there is at present, no evidence of an undesirable result related to seawater intrusion occurring in the Subbasin. This GSP recognizes that there are data gaps both in well locations and water quality measurements in the coastal area of the Silverado aquifer, however, and recommends filling these data gaps in future studies. At the present time, however, historical and current pumping do not appear to have caused seawater intrusion in the Silverado aquifer. Seawater intrusion estimates for the three future model scenarios in this GSP (Future Baseline, DWR 2030 and DWR 2070 in Section 2.5.5) all show potential seawater intrusion in amounts from 2,000 AFY to 2,100 AFY (Table 2-30), but as noted in Section 2.5.5.4, water budget uncertainties indicate that these values could be lower or higher depending mostly on the model vertical conductivity of Layer 7 and the general head boundary conductance. Thus, until data gaps concerning seawater intrusion are filled by additional monitoring wells, the proposed future groundwater extraction rate of 9,200 AFY is assumed to be within the sustainable yield of the Subbasin and adjustments to the proposed future production rate are not required at this time. Until data gaps are filled, and refinements to the LACPGM are made in within the Subbasin, this GSP adopts the historical range of estimates for the sustainable yield for the Subbasin of 10,800 AFY to 19,700 AFY.",Page 2-98 and 2-99 / 2.5.5.3 && Page 2-105 / 2.6,,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"Chronic lowering of groundwater levels has the potential to impact beneficial uses of groundwater including groundwater production and can impact groundwater quality treatment if wells must be taken offline as a result of decreasing groundwater levels. Under projected operations, groundwater elevations in 2076 are expected to be similar to those in 2016 (Figure 3-1). However, the City of Santa Monica is preparing to replace existing, aging production wells in the Charnock wellfield with deeper wells. Production from these deeper wells may induce additional drawdown at the wellfield, not accounted for in the future simulations conducted for this GSP. Additional drawdown at the Charnock wellfield is not anticipated to impact groundwater remediation activities, and the City of Santa Monica actively monitors plume containment. Impacts from groundwater level declines will continue to be monitored and evaluated throughout the planning and implementation horizon for this GSP. &&
Additionally, at the mid-point elevation of the combined Silverado and Sunnyside aquifers, three of the City of Santa Monica’s current drinking water production wells would go dry (Charnock 13, 16, and 19).
The quality of the water that recharges the Subbasin is equal to or greater water quality than the existing groundwater in the Subbasin, which has experienced degradation of groundwater quality from industrial contamination. As a result of this historical contamination, the groundwater produced at the primary wellfields in the Subbasin requires treatment before it can be served as drinking water. Where not impacted by historical industrial contamination, the occurrence of inorganic constituents in groundwater is consistent with natural recharge, independent of anthropogenic activities (see Section 2.4.4.2 Current and Historical Groundwater Quality). Where contaminants have impacted the City of Santa Monica production wellfields, the City has constructed facilities that treat the groundwater to drinking water standards before distribution. Additional facilities are planned as part of the City’s Sustainable Water Master Plan, &&
Because there is no historical evidence of groundwater production causing significant and unreasonable degradation of groundwater quality in the Subbasin, natural recharge is of equal or greater quality than the current groundwater in the Subbasin, groundwater level minimum thresholds will prevent groundwater production from occurring in deeper formations with potentially reduced groundwater quality, industrial contamination of the Subbasin occurred prior to 2015, and the City of Santa Monica is actively remediating this contamination under the regulatory oversight of the SWRCB, DDW, and RWQCB, this GSP does not define additional undesirable results for groundwater degradation within the Subbasin. The City of Santa Monica and the GSA will continue to review groundwater quality data generated to meet the existing regulatory requirements in the Subbasin. These data will be incorporated into the periodic evaluation of the GSP and will be used to assess whether undesirable results for groundwater quality may need to be established in the future. ","pg 3-3, 3.2.1
pg 3-4, 3.2.1
pg 3.7, 3.2.4","1. Do they mention Drinking water users for UR? No
2. Which URs mention Drinking Water Users? None
3. Are impacts to Drinking Water users well analyzed? Not mentioning drinking water users/ They (mention well elevation and quality impacts)
4. Are all impacts of all COCs described? No

No specific mention on drinking water users, they just point out beneficial users.The city treats groundwater to meet the drinking water quality level due to the poor water quality. The city of Santa Monica is constantly monitoring the GW quality. Yet, even though groundwater quality impacts are mentioned when discussing undesirable results, domestic wells are not explicitely mentioned. The GSP should analyze how undesirable results will impact domestic users.",
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed? No

No mentioning DAC specifically, They just mention beneficial users.
",
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? NA
2. Which URs mention Tribes? NA
3. Are impacts to Tribes well analyzed? NA

No federally recognized tribes within this basin.
",
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",No,"Potential wetlands, shallow groundwater (less than 30 feet), and GDEs have been identified in the PCH Unit and BWER in the Subbasin (Section 2.4.7, Groundwater Dependent Ecosystems). Depletion of groundwater supporting these areas is not currently occurring and will not occur as a result of groundwater production because the groundwater that supports the GDE habitats occurs within the Bellflower aquitard, a shallow surface layer that is hydraulically disconnected from the underlying Ballona and Silverado aquifers in much, though not all, of the Subbasin (Section 2.3.2, Principal Aquifers and Aquitards). &&
Because the identified GDE habitat in the Subbasin is not supported by groundwater in the Ballona or Silverado aquifers, where the majority of the groundwater in the Subbasin is produced, and no groundwater production is planned for the Bellflower aquitard within one mile of the existing habitat, specific undesirable results related to interconnected surface water and groundwater are not defined in this GSP.",Page 3-8 and 3.9 / 3.2.6,"1. Do they mention GDEs for UR? Yes, but not analyzing it.
2. Which URs mention GDEs? No
3. Are impacts to GDEs well analyzed? No

GSP does not define undesirable results in relation to GDEs because the groundwater that sustains GDEs in the basin is not the main pumping aquifer. The plan should still analyze the impact that undesirable results might have on GDEs.
",
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Because there is no historical evidence of groundwater production causing significant and unreasonable degradation of groundwater quality in the Subbasin, natural recharge is of equal or greater quality than the current groundwater in the Subbasin, groundwater level minimum thresholds will prevent groundwater production from occurring in deeper formations with potentially reduced groundwater quality, industrial contamination of the Subbasin occurred prior to 2015, and the City of Santa Monica is actively remediating this contamination under the regulatory oversight of the SWRCB, DDW, and RWQCB, this GSP does not define additional undesirable results for groundwater degradation within the Subbasin. The City of Santa Monica and the GSA will continue to review groundwater quality data generated to meet the existing regulatory requirements in the Subbasin. These data will be incorporated into the periodic evaluation of the GSP and will be used to assess whether undesirable results for groundwater quality may need to be established in the future. && Minimum thresholds for significant and unreasonable degradation of groundwater quality were not established for the Subbasin because the groundwater quality in the Subbasin was impacted by industrial activity prior to 2015. The City of Santa Monica is actively remediating this contamination under the regulatory oversight of the SWRCB, DDW, and RWQCB, and there is no evidence for groundwater quality degradation induced by groundwater production in the Subbasin. If future groundwater production is found to induce groundwater quality degradation, additional characterization of the source of that degradation, and subsequent reassessment of groundwater quality degradation minimum thresholds, may be required. && The minimum threshold chloride concentration established at the ten seawater intrusion RMPs is 500 mg/L, which coincides with the chloride concentration indicative of the onset of brackish water conditions (Table 3-2). The minimum threshold concentration of 500 mg/L was selected because replacing fresh groundwater with brackish groundwater at the Olympic and Charnock Wellfields, would be an undesirable result for the Subbasin. Chloride concentrations in the Subbasin are not correlated with groundwater elevations, therefore the seawater intrusion minimum threshold is distinct from the minimum thresholds established for chronic declines in groundwater elevation, significant and unreasonable groundwater in storage, and significant and unreasonable land subsidence. && The measurable objectives for seawater intrusion are chloride concentrations in groundwater at the ten seawater intrusion RMPs of 200 mg/L (Table 3-3).",Page 3-6 and 3-7 / 3.2.4 && Page 3-14 / 3.3.4 && Page 3-18 / 3.4.3 && Table 3-3,"1. Are MT and MO set for COCs? No, The city of Santa Monica is actively treating GW before getting to water users
2. Do they set MT and MO for all COCs? Only for Chloride

The GSP establishes a MT and MO for chloride only (see tables 3-2 and 3-3). They claim ""Minimum thresholds for significant and unreasonable degradation of groundwater quality were not established for the Subbasin because the groundwater quality in the Subbasin was impacted by industrial activity prior to 2015."" However, the GSP needs to include MT & MO.
",
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"The minimum threshold concentration of chloride is higher than the secondary MCL for chloride, which is 250 mg/L, and higher than the Basin Plan Objective for chloride, which is 200 mg/L. However, the City of Santa Monica is already treating all groundwater to drinking water standards as a result of historical anthropogenic contamination of the Subbasin, and has the ability to reduce chloride concentrations in groundwater through its treatment facilities. Therefore, all water served by the City of Santa Monica will continue to meet Title 22 drinking water standards, even if chloride concentrations in the groundwater increase.","pg 3-6, 3.2.3","1. Are MT set at MCL level for COCs? No
2. Are all MT set at MCL level? No

The chloride MT is set higher than the secondary MCL, however the city of Santa Monica will countinue to treat the water to reduce Chloride. But how about other characteristics? (Chemical, Physical or Microbial?)

",
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The groundwater level minimum thresholds provide operational flexibility for stakeholders in the Subbasin while ensuring ongoing beneficial use of groundwater by maintaining 50% of the groundwater available for municipal and industrial supplies in the Silverado and Sunnyside aquifers. By definition, the minimum threshold groundwater elevations will prevent chronic lowering of groundwater levels because they provide a lower limit on groundwater elevation declines within the Subbasin. && Pumping groundwater elevations at the mid-point of the Silverado and Sunnyside aquifers are lower than historical low groundwater levels. The operational requirements of groundwater quality management projects, historical groundwater conditions in the Subbasin, and local well construction information were used to evaluate the aquifer saturation at which undesirable results may occur. This analysis suggests that maintaining groundwater levels above the mid-point of the Silverado and Sunnyside aquifers will protect against long-term aquifer supply depletion and provide necessary operational flexibility for municipal, industrial, and private groundwater users.","Page 3-13 / 3.3.2
Table 3-2","1. Do they mention impact of groundwater elevation MT on drinking water users? They mention Municipal water users for Lowering of GW lvl
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT? Somehow, not very detailed

The GSP briefly mentions the impact of two MTs (Chronic Lowering of Groundwater Levels and Significant and Unreasonable Reduction of Groundwater Storage) on muncipal and private groundwater users. No mention of drinking water specifically.

",
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

",
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? NA
4. Do they use quantitative data to describe the harm to DACs of crossing the MT? Na
",
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,"Minimum thresholds for significant and unreasonable reduction of interconnected surface water and groundwater were not established for the Subbasin because the surface water that supports GDEs in the Subbasin occurs within the Bellflower aquitard, which is not directly connected to the Ballona and Silverado aquifers in the vicinity of the primary production wellfields (see Sections 2.4.7 Groundwater Dependent Ecosystems and 3.2.6 Interconnected Surface Water). If future groundwater production is planned for the Bellflower aquitard within 1 mile of the identified GDEs, additional characterization of interconnected surface water, and subsequent reassessment of interconnected surface water minimum thresholds, will be required.",Page 3-15 / 3.3.6,"1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? No
3. Do they use quantitative data to describe the harm of crossing each of the MT? No

The GSP did not set MTs for Significant and Unreasonable Reduction of Interconnected Surface Water and Groundwater. There was no discussion of impacts of MTs on GDES/envrionmental benefical users in other sustainability indicator sections.

",
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"Measurable objectives for degradation of groundwater quality were not established for the Subbasin because the groundwater quality in the Subbasin was impacted by industrial activity prior to 2015. The City of Santa Monica is actively remediating this contamination under the regulatory oversight of the SWRCB, DDW, and RWQCB, and there is no evidence for groundwater quality degradation induced by groundwater production in the Subbasin. Additionally, the City of Santa Monica routinely tests groundwater samples for all title 22 constituents. This sampling is required to continue in the future because the City of Santa Monica is a provider of drinking water within the City’s service area. If future groundwater production is found to induce groundwater quality degradation, additional characterization of the source of that degradation, and subsequent reassessment of groundwater quality degradation measurable objectives, may be required.","pg 3-19, 3.4.4","1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No

They claim, the groundwater quality was low previuos to 2015 and city of Santa Monica is actively remidating it. there is no groundwater quality degradation because of groundwater production.
",
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

",
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for ISW MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs? NA

",
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,"Minimum thresholds for significant and unreasonable reduction of interconnected surface water and groundwater were not established for the Subbasin because the surface water that supports GDEs in the Subbasin occurs within the Bellflower aquitard, which is not directly connected to the Ballona and Silverado aquifers in the vicinity of the primary production wellfields (see Sections 2.4.7 Groundwater Dependent Ecosystems and 3.2.6 Interconnected Surface Water). If future groundwater production is planned for the Bellflower aquitard within 1 mile of the identified GDEs, additional characterization of interconnected surface water, and subsequent reassessment of interconnected surface water minimum thresholds, may be required.",Page 3-15 / 3.3.6,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? NO, Since GDE is not supported within 1 mile of primarily well in this basin. They don't conisider MO for GDE in this subbasin
3. Do they justify/evaluate the MOs based on GDE water needs? No



",
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",No,"Minimum thresholds for significant and unreasonable degradation of groundwater quality were not established for the Subbasin because the groundwater quality in the Subbasin was impacted by industrial activity prior to 2015.
The City of Santa Monica is actively remediating this contamination under the regulatory oversight of the SWRCB, DDW, and RWQCB, and there is no evidence for groundwater quality degradation induced by groundwater
production in the Subbasin. If future groundwater production is found to induce groundwater quality degradation, additional characterization of the source of that degradation, and subsequent reassessment of groundwater quality degradation minimum thresholds, may be required.","
3-14 / 3.3.4 
&&
Table 3-5 / Chapter 3","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) NA 
2. How many WQ RMS were we able to map? (all, some, none) 
3. Of those mapped, was there a well within 1 mile of DACs? 
4.Of those mapped, was there a well within 1 mile of Tribes? 
5. Of those mapped, was there a well within 1 mile of domestic wells? 

There is no representative monitoring network for water quality, amd MTs are not set for water quality. 

The monitoring network in general for water quality is concentrated in two main areas at the center of the basin. Having monitoring only in these areas leaves out many DAC and SDAC block groups from being monitored for water quality",
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,Table 3-1 / Chapter 3,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Long/ Lat
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

RMS for elevation are concentrated in two main areas at the center of the basin. Having monitoring only in these areas leaves out many DAC and SDAC block groups from being monitored for groundwater elevation levels",
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,"Surface waters within the Subbasin are not connected to the primary groundwater production aquifers in the Subbasin (see Section 2.4.6 Groundwater-Surface Water Connections), and no known groundwater production occurs within the Bellflower aquitard within a mile of the BWER. Therefore, specific sustainability criteria for interconnected surface water have not been defined in this GSP and no specific monitoring for depletion of interconnected surface water is required. However, surface water flows will continue to be monitored as described in Section 3.5.3 Surface Conditions Monitoring.",Page 3-32 and 3-33 / 3.5.4.6,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? No
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? No

The GSP should include a plan to fill data gaps surrounding GDEs and ISWs but does not becuase the main pumping aquifer is disconnected. ",
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? No - No plans for GDE monitoring",
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"As described in Section 4.5, the City of Santa Monica plans to construct a new SWIP AWTF and upgrade SMURRF which, after proper permitting, will provide advanced treated recycled water and diluent water to recharge groundwater aquifers adjacent to the Olympic Wellfield and offset imported water purchases by approximately 1,100 AFY (City of Santa Monica 2018). The new SWIP AWTF will include a proposed treatment system consisting of bioreactor membrane, reverse osmosis, and advance oxidation with ultraviolet disinfection and peroxide purification processes, and chlorine disinfection. The proposed design will provide advanced treated recycled water that meets or exceeds drinking water quality requirements (City of Santa Monica 2018). This project was included in the future groundwater model simulations used to assess the future water budget in the Subbasin (see Section 2.5.5.3 Quantification of Future Water Budget). Prior to implementation, however, this project will require permitting from RWQCB and DDW. && Increased aquifer recharge would offset groundwater production and increase the sustainable yield of the Subbasin. If the project is implemented, the success of the project will be evaluated based on the volume of water that recharges the groundwater aquifers.",Page 4-12 / 4.7 and 4.7.2,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? Planning, Proposed
4. Are the projects implemented by the GSP or others? City of Santa Monica
5. If others, is the GSP coordinating with the others in implementation? Somehow

Project #2 proposes a recharge project but does not mention any explicit benfits to the environment, only increased sustainable yield
",
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed? 
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
",
