Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",No,"Given the depth to groundwater in much of the basin, percolation from streamflow is thought to be largely in free fall conditions; that is, the streams are not in direct hydraulic connection with the underlying water table and aquifer system so that surface recharge must percolate through the unsaturated zone before becoming accessible to groundwater pumping. Figure 3-23 shows vegetation areas located within areas estimated by the groundwater model (see Section 3.3.5.1) to have groundwater within 20 ft of land surface. This depth is considered to be the typical extinction depth for most deep-rooted riparian vegetation; most roots of riparian vegetation would not be able to access groundwater resources if groundwater levels were deeper than this threshold. However, as noted previously, these areas (and their groundwater dependency) need to be evaluated by field investigation and through the collection of additional data

&& Depletion of Interconnected Surface Water (not considered applicable in the USLR Valley Groundwater Subbasin)

&& 4.3.4 Depletions in Interconnected Surface Water: The major stream in the USLR Subbain is the San Luis Rey River. The San Luis Rey River extends from Lake Henshaw to the Pacific Ocean at Oceanside Harbor. However, as described in Section 3.3.3.1.3, the majority of flow released from Henshaw Dam are diverted into the Escondido Canal, where it is exported for use in Vista Irrigation District (VID) and City of Escondido service areas. Only water unable to be captured by the diversion structure (typically during peak storm flow) and natural flow from rainfall and stormflow downstream of the diversion structure are available to maintain surface flow in the San Luis Rey River. However, very few measurements of surface flow are available in Pauma and Pala Valleys. Therefore, current understanding of surface water and groundwater interactions in the USLR Subbasin are informed by reported observations, groundwater levels (where data are available), and modelcalculated streamflow and groundwater elevations using the USLRGM (what limited gaged measurements of surface flow were available were used to calibrate the surface water model component). Since surface water is not a significant source of water supply in the USLR Subbasin, undesirable effects from depletions in interconnected surface water primarily relate to potentially groundwater dependent ecosystems (GDEs). Areas of potentially dependent vegetation were identified in Section 3.3.4.6 through a review of historical imagery and available mapping. During the process of developing sustainability goals for depletions in interconnected surface water, the calibrated USLRGM (see Section 3.3.5.1) was used to delineate the areas of potentially groundwater dependent vegetation to those locations throughout the basin where simulated groundwater levels since 2015 were less than 20 ft bgs. This depth is considered to be the typical extinction depth for most deep-rooted riparian vegetation; most roots of riparian vegetation would not be able to access groundwater resources if groundwater levels were deeper than this threshold. These areas are shown on Figure 3-23.","Page 3-21 / 3.3.4.4

&& Page 4-1 / 4.0

&& Page 4-8 / 4.3.4","1. Are ISWs mapped in the basin? no
2. Is the mapping consistent with the assessment? no- there was no clear conclusion on ISWs... I was confused after reading the plan on where there are or are not ISWs. In the sustainable management criteria section, the plan states that depletions of ISW is ""not considered applicable in the USLR Valley Groundwater Subbasin"", yet went on to describe how GDEs could be a cause for concern if undesirable effects occur to interconnected surface waters. In section 3.3.4.4, the plan claims that the majority of the basin is not considered ISW because of the depth to groundwater, yet the data for this was not explicitly explained. Section 3.3.4.1 presents groundwater elevation contours, but there are no depth to groundwater contours other than figure 3-23 which presents the modeled groundwater depths (which are only in a very small percentage of the basin). "
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"As mentioned in the Plan Area section, the USLRRCD has several conservation easements for Arroyo Toads in the USLR Valley Groundwater Subbasin, but these habitat areas are primarily dependent on seasonal surface water and the vernal pools created after storm events and do not appear to be maintained by shallow groundwater.",Page 3-20 / 3.3.4.4 ,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes 
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"However, very few measurements of surface flow are available in Pauma and Pala Valleys. Therefore, current understanding of surface water and groundwater interactions in the USLR Subbasin are informed by reported observations, groundwater levels (where data are available), and modelcalculated streamflow and groundwater elevations using the USLRGM (what limited gaged measurements of surface flow were available were used to calibrate the surface water model component).

&& 5.3.2 Surface Water Monitoring: Streamflow data is important to evaluate long term changes in flow and potential depletions ofinterconnected surface water, in this case stream reaches and ponds along the San Luis Rey River within the Pala and Pauma Subbasins. Limited information is available within the Subbasin. At a minimum, monitoring stations could be set up at the upstream end, downstream end, and between the Pala and Pauma Subbasins.","Page 4-8 / 4.3.4

&& Page 5-2 / 5.3.2","1. Were data gaps identified? yes  - in sustainable management criteria and monitoring network section the plan states that there is a lack of surface water monitoring. 
2. Were the data gaps identified in the ISW section? no - no mention of data gaps in section 3.3.4.1"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat," Additional groundwater management actions, such as water conservation or imported water use (see Section 4.0) may be able to mitigate the slight projected depletion of groundwater storage. However, as mentioned previously, the projected water budget presented above assumes the continuation of current basin conditions, including pumping volumes, water use, application rates, return flows, etc. If water use (especially pumping volumes) increases in the basin, then additional projects and/or management actions will be needed to help address decreases in groundwater elevations, depletions in groundwater storage, and potential effects on interconnected surface water flow.",Page 3-30 / 3.3.5.7,"1. Is there a map AND description of pISW? somewhat - there is no ISW map, and also no clear description of potential ISWs, but the plan does note that interconnected surface waters maybe exist in the basin but it is unclear where."
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,"As shown on Figures 3-21 and 3-22 for Pauma and Pala Subbasins, respectively, the potential groundwater dependent vegetation communities are typically located along the San Luis Rey River and tributary drainages, though many drainages were considered to be too incised or located in too steep of topography to support groundwater dependent vegetation. The vegetation communities include: • Southern Riparian Forest • Southern Coast Live Oak Riparian Forest • Southern Arroyo Willow Riparian Forest • Southern Cottonwood-Willow Riparian Forest • Southern Riparian Woodland  • Southern Sycamore-Alder Riparian Woodland • Southern Riparian Scrub • Mule Fat Scrub • Southern Willow Scrub • Freshwater Riparian • Non-Native Riparian

&& As mentioned in the Plan Area section, the USLRRCD has several conservation easements for Arroyo Toads in the USLR Valley Groundwater Subbasin, but these habitat areas are primarily dependent on seasonal surface water and the vernal pools created after storm events and do not appear to be maintained by shallow groundwater.","Page 3-20-21 / 3.3.4.4

&& Page 3-20 / 3.3.4.4","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? somewhat - the plan lists the vegetation types in the basin's GDEs, but does not describe fauna
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? somewhat- the plan briefly mentions the Arroyo Toad which has consevation easements in place, yet not other discussion on critical species"
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The California Department of Fish and Game reported that riparian vegetation adjacent to the river may have historically supported large populations of wildlife, but no records of fish and wildlife existing in the river prior to dam construction were found in the Department of Fish and Game files (Case Study Report #76). Since construction of the dam, flows between the dam and Escondido Canal are likely insufficient to support fishery habitat. As mentioned in the Plan Area section, the USLRRCD has several conservation easements for Arroyo Toads in the USLR Valley Groundwater Subbasin, but these habitat areas are primarily dependent on seasonal surface water and the vernal pools created after storm events and do not appear to be maintained by shallow groundwater. Helix Environmental conducted a desktop study to assess the possibility of groundwater dependent ecosystems (GDEs) in the USLR Valley Groundwater Subbasin. Sources of information included recent and historical aerial imagery, National Wetlands Inventory (NWI) mapping, San Diego Association of Governments (SANDAG) regional vegetation mapping, topographic mapping, and other pertinent biological resources data. A summary of their investigation is provided as Appendix 3c. Based on this analysis, areas of potentially groundwater dependent vegetation were identified but have not been verified through field investigation. As shown on Figures 3-21 and 3-22 for Pauma and Pala Subbasins, respectively, the potential groundwater dependent vegetation communities are typically located along the San Luis Rey River and tributary drainages, though many drainages were considered to be too incised or located in too steep of topography to support groundwater dependent vegetation

&& These vegetation areas identified as being potentially dependent on groundwater are not necessarily GDEs. Instead, the vegetation areas shown on Figures 3-21 and 3-22 may be relying on ambient soil moisture (not considered part of the interconnected groundwater system) and seasonal rainfall/surface flow. Also, as mentioned in the hydrogeologic conceptual model, water traveling within bedrock fractures and fault splays (not part of the USLR Valley Groundwater Subbasin) may be intercepted by transecting creeks, thereby becoming available to riparian vegetation. Given the depth to groundwater in much of the basin, percolation from streamflow is thought to be largely in free fall conditions; that is, the streams are not in direct hydraulic connection with the underlying water table and aquifer system so that surface recharge must percolate through the unsaturated zone before becoming accessible to groundwater pumping. Figure 3-23 shows vegetation areas located within areas estimated by the groundwater model (see Section 3.3.5.1) to have groundwater within 20 ft of land surface. This depth is considered to be the typical extinction depth for most deep-rooted riparian vegetation; most roots of riparian vegetation would not be able to access groundwater resources if groundwater levels were deeper than this threshold. However, as noted previously, these areas (and their groundwater dependency) need to be evaluated by field investigation and through the collection of additional data.

&& HELIX compiled the following data sources as part of the desktop assessment to compile a map of the potential locations of groundwater-dependent vegetation that occurs in the Sub-Basin: recent and historical aerial imagery (Esri 2020; Google 2021a; Google 2021b; Historical Aerials 2021), National Wetlands Inventory (NWI) mapping (USFWS 2021), San Diego Association of Governments (SANDAG) regional vegetation mapping (SANDAG 2012), topographic mapping (USGS 2021), and other pertinent biological resources data. The NWI is a public data source made available by the U.S. Fish and Wildlife Service that provides generalized locations of potential wetlands throughout the United States. It also includes generalized locations of drainages, ponds, and other related resources, but the NWI data has not been ground-truthed and should not be used at a project-level for vegetation mapping. However, it provides for a resource that can help guide the general locations of wetlands and other groundwaterdependent vegetation. Topographic mapping was used to help evaluate the portions of the Sub-Basin that may be too steep to support groundwater-dependent vegetation. The SANDAG regional vegetation mapping that was completed in 2012 for the western portion of San Diego County; the SANDAG regional vegetation mapping only included a portion of the Sub-Basin. HELIX compiled the NWI mapping, SANDAG regional vegetation mapping, and topographic mapping into an ArcGIS Online Viewer with the current and historical aerial photographs. HELIX biologists then reviewed the vegetation community mapping and NWI data in relation to the aerial photos to evaluate the potential groundwater-dependent vegetation within the Sub-Basin. Slopes mapped as greater than 25 percent were excluded unless aerial imagery clearly countered the mapping. HELIX biologists also used their knowledge and experience in this portion of San Diego County to help refine the mapping. In areas where NWI mapping or SANDAG mapping indicated vegetation that was not consistent with multiple aerial photographs, those areas were not included as groundwater-dependent vegetation areas. The Sub-Basin also supports large areas of oak riparian forest, some of which are expected to be dependent on groundwater and other areas where the oaks (such as coast live oak woodland in upland areas) may not be dependent on groundwater. HELIX used a combination of factors (e.g., topography, air photos, distance from other wetland areas, position in the landscape) and professional judgement to compile the portions of oak woodlands that would likely be dependent on groundwater. However, none of the areas mapped have been evaluated in the field to confirm the locations or extent of actual vegetation. Field verification would be needed to confirm the amount and extent of groundwaterdependent vegetation at a project level.","Page 3-20 / 3.3.4.4

&& Page 3-21 / 3.3.4.4

Page 1-2 / appendix 3C

Figure 3-21, 3-22, 3-23","1. Is there a map? yes - figures 3-21 and 3-22 present the intial potential GDEs and figure 3-23 presents the areas of pGDEs were groundater is modeled to be less than 20 feet from surface
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - appendix 3C includes a detailed description of methods. The plan used a localized vegmap (SANDAG) with NWI mapping, aerial imagery, topography, and depth to groundwater"
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Figure 3-23 shows vegetation areas located within areas estimated by the groundwater model (see Section 3.3.5.1) to have groundwater within 20 ft of land surface. This depth is considered to be the typical extinction depth for most deep-rooted riparian vegetation; most roots of riparian vegetation would not be able to access groundwater resources if groundwater levels were deeper than this threshold. However, as noted previously, these areas (and their groundwater dependency) need to be evaluated by field investigation and through the collection of additional data.","Page 3-21 / 3.3.4.4 

Figure 24 / appendix 3D","1. Is data from shallowest principal aquifer used? somewhat - unsure of the screening depth of wells used in model
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) somewhat - figure 24 in appendix 3D presents selected well locations with hydrograph data. Unsure of screening depths of wells. 
"
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"This Technical Memorandum documents the development and calibration of the Upper San Luis Rey
Groundwater Model (USLRGM), which consists of an integrated surface water and three-layer
groundwater model that were calibrated to observed surface water flow and groundwater elevations for
the period from 1991 through 2020 (Figure 1).",Page 1 / appendix 3D,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Groundwater data from 1991 to 2020 used in model"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"However, as noted previously, these areas (and their groundwater dependency) need to be evaluated by field investigation and through the collection of additional data.

&& Due to the lack of measured observations for surface water flow and groundwater levels near areas of
potentially groundwater dependent vegetation, an initial evaluation was made using the calibrated
surface water and groundwater model for the USLR.","Page 3-21 / 3.3.4.4

Page 4-13 / 4.5.4","1. Were data gaps identified? somewhat - the plan states that more data is needed to verify/evaluate GDEs, yet no clear mention or description of the data gaps
2. Were the data gaps identifed in the GDE section? yes"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"Based on this analysis, areas of potentially groundwater dependent vegetation were identified but have not been verified through field investigation. As shown on Figures 3-21 and 3-22 for Pauma and Pala Subbasins, respectively, the potential groundwater dependent vegetation communities are typically located along the San Luis Rey River and tributary drainages, though many drainages were considered to be too incised or located in too steep of topography to support groundwater dependent vegetation.",Page 3-20 / 3.3.4.4,1. Is there a map AND description of pGDEs? yes - figures 3-21 and 3-22 present the pGDEs in each subbasin. 
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",No,,,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No
Over 2,000 acres of GDEs were identified, but water use by native/riparian vegetation is not referenced in the water budget section or in budget tables."
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
"
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Somewhat,"The historical and current water budgets presented above are based on land use conditions and annual groundwater pumping under the historical conditions for the period in question (1991 through 2020 for historical and 2016 through 2020 for current). The projected water budget needs to account for water demands based on long-term water supply planning by basin stakeholders. As discussed in the Plan Area section (Section 2.3), land use in the USLR Valley Groundwater Subbasin is not anticipated to change much. Land and water use will remain predominantly agricultural and projected residential increases are expected to have negligible effect on overall water demand. Therefore, the projected water budget was evaluated using the average pumping and associated return flows from the past five years (2016 through 2020) and average hydrologic conditions using historical precipitation from 1991 through 2020, repeated twice to provide a 60-year projection.
&&
Recent modeling conducted in the Upper Santa Ana Valley Groundwater Basin (located approximately 40 miles to the northwest but within similar climatic and topographic range of elevations) using the Integrated Santa Ana River Model (ISARM) considered climate change scenarios under 2030 and 2070 projected conditions (Geoscience, 2020), as outlined in the SGMA Climate Change Technical Advisory Group (CCTAG) guidance document (DWR, 2018). The CCTAG reviewed an ensemble of climate simulations to develop change factors for precipitation and evapotranspiration. The climate change factors were downscaled to the Variable Infiltration Capacity (VIC) land surface model grid by the CCTAG. Each VIC grid cell contains a change factor which varies by month and location. ISARM groundwater modeling applied the change factors to a base period hydrology (1966 through 1990) to develop updated boundary conditions reflective of future climate conditions.
Under 2030 climate change conditions, the average precipitation climate change factor shows a reduction in precipitation of 3 to 5 percent. In the summer months, increases in precipitation are anticipated. However, these months have little precipitation, so these increases do not correspond to large increases in rainfall amount. Decreases during October through December account for the primary reduction in overall precipitation. Tributary inflow and runoff were also reduced by an average climate change factor for each groundwater basin. ET is anticipated to increase approximately 5% per 2030 climate change guidance. The ET change factors show greater uniformity than precipitation factors, which are more variable.","Page 3-29 / 3.3.5.7
Page 3-33 / 3.3.5.8.1
Table 3-6","1. Is climate change incorporated?
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)?
3. If using DWR climate change factors, do they use 2030, 2070 or both?

This is one of the stranger cases I've seen. Climate change is accounted for, but I'm not sure if the CC adjustments were used in the projected water budget. The text describing the development of the projected budget makes it seem like the GSA just used historic data without adjusting for CC. Additionally, the GSP states that both 2030 and 2070 factors were applied, but only the results from the 2030 scenario were given in the text."
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"Recent modeling conducted in the Upper Santa Ana Valley Groundwater Basin (located approximately 40 miles to the northwest but within similar climatic and topographic range of elevations) using the Integrated Santa Ana River Model (ISARM) considered climate change scenarios under 2030 and 2070 projected conditions (Geoscience, 2020), as outlined in the SGMA Climate Change Technical Advisory Group (CCTAG) guidance document (DWR, 2018). The CCTAG reviewed an ensemble of climate simulations to develop change factors for precipitation and evapotranspiration. The climate change factors were downscaled to the Variable Infiltration Capacity (VIC) land surface model grid by the CCTAG. Each VIC grid cell contains a change factor which varies by month and location. ISARM groundwater modeling applied the change factors to a base period hydrology (1966 through 1990) to develop updated boundary conditions reflective of future climate conditions.
Under 2030 climate change conditions, the average precipitation climate change factor shows a reduction in precipitation of 3 to 5 percent. In the summer months, increases in precipitation are anticipated. However, these months have little precipitation, so these increases do not correspond to large increases in rainfall amount. Decreases during October through December account for the primary reduction in overall precipitation. Tributary inflow and runoff were also reduced by an average climate change factor for each groundwater basin. ET is anticipated to increase approximately 5% per 2030 climate change guidance. The ET change factors show greater uniformity than precipitation factors, which are more variable.",Page 3-33 / 3.3.5.8.1,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Not specified; likely Central Tendency. Both 2030 and 2070 stated to be considered, but only 2030 discussed in detail
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Somewhat,"Under 2030 climate change conditions, the average precipitation climate change factor shows a reduction in precipitation of 3 to 5 percent. In the summer months, increases in precipitation are anticipated. However, these months have little precipitation, so these increases do not correspond to large increases in rainfall amount. Decreases during October through December account for the primary reduction in overall precipitation. Tributary inflow and runoff were also reduced by an average climate change factor for each groundwater basin. ET is anticipated to increase approximately 5% per 2030 climate change guidance. The ET change factors show greater uniformity than precipitation factors, which are more variable.",Page 3-33 / 3.3.5.8.1,"Precip is adjusted to account for CC, but it is unclear whether these adjustments were used in the water budget"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Somewhat,"Under 2030 climate change conditions, the average precipitation climate change factor shows a reduction in precipitation of 3 to 5 percent. In the summer months, increases in precipitation are anticipated. However, these months have little precipitation, so these increases do not correspond to large increases in rainfall amount. Decreases during October through December account for the primary reduction in overall precipitation. Tributary inflow and runoff were also reduced by an average climate change factor for each groundwater basin. ET is anticipated to increase approximately 5% per 2030 climate change guidance. The ET change factors show greater uniformity than precipitation factors, which are more variable.",Page 3-33 / 3.3.5.8.1,"ET is adjusted to account for CC, but it is unclear whether these adjustments were used in the water budget"
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Somewhat,"Under 2030 climate change conditions, the average precipitation climate change factor shows a reduction in precipitation of 3 to 5 percent. In the summer months, increases in precipitation are anticipated. However, these months have little precipitation, so these increases do not correspond to large increases in rainfall amount. Decreases during October through December account for the primary reduction in overall precipitation. Tributary inflow and runoff were also reduced by an average climate change factor for each groundwater basin. ET is anticipated to increase approximately 5% per 2030 climate change guidance. The ET change factors show greater uniformity than precipitation factors, which are more variable.",Page 3-33 / 3.3.5.8.1,"1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? Water is imported but is not adjusted/included in budget tables. Adjustments to surface flow as a whole are vague (""reduced by an average climate factor"")"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"Given the distance of the USLR Valley Groundwater Subbasin from the coast, the possibility of saltwater intrusion from the ocean is not considered an issue and will be discussed only minimally in following GSP sections.",Page 2-16 / 2.4.1,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"Given that the sustainable yield in the USLR Subbasin is approximately 12,700 acre-ft/yr and groundwater recharge to the subbasin comes primarily through natural processes that would be affected by climate change (i.e., areal recharge from precipitation, mountain front recharge, and streambed percolation),neven small reductions to these recharge terms could impact the amount of pumping that can bensustainably pumped from the basin. Therefore, if future conditions follow predicted climate change modeling, implementing management actions and projects for sustainability (as discussed in Section 6.0) may become increasingly important in the future.",Page 3-33 / 3.3.5.8.1,GSP does not appear to account for CC in its estimate of projected SY and uses the historical estimate of SY as the projected SY
