GSP,GSP_ID,run,question,answer_3class,yes_prob,pred_bin,human
14_EastContraCosta_DraftGSP,14,3,34,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,36,No,0.15000000000000002,No,Yes
14_EastContraCosta_DraftGSP,14,3,37,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,3,40,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,41,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,3,42,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,3,43,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,3,44,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,3,45,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,3,46,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,47,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,3,48,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,3,49,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,3,50,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,3,51,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,52,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,53,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,3,54,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,55,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,3,56,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,3,57,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,58,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,3,59,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,3,60,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,61,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,3,62,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,63,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,3,64,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,3,65,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,3,66,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,3,67,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,3,68,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,3,70,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,1,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,3,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,4,4,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,5,Somewhat,0.25,No,Not Applicable
14_EastContraCosta_DraftGSP,14,4,6,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,7,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,14,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,17,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,18,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,22,Somewhat,0.25,No,Not Applicable
14_EastContraCosta_DraftGSP,14,4,24,Yes,1.0,Yes,Not Applicable
14_EastContraCosta_DraftGSP,14,4,25,Yes,1.0,Yes,Not Applicable
14_EastContraCosta_DraftGSP,14,4,28,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,29,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,4,30,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,31,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,4,32,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,33,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,34,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,36,No,0.15000000000000002,No,Yes
14_EastContraCosta_DraftGSP,14,4,37,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,40,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,41,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,42,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,43,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,4,44,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,4,45,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,4,46,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,47,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,4,48,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,4,49,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,4,50,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,4,51,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,52,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,53,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,54,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,55,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,4,56,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,4,57,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,58,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,4,59,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,4,60,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,61,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,4,62,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,63,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,4,64,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,4,65,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,4,66,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,4,67,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,4,68,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,4,70,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,1,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,3,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,5,4,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,5,5,Somewhat,0.25,No,Not Applicable
14_EastContraCosta_DraftGSP,14,5,6,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,7,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,14,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,17,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,18,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,5,22,Yes,1.0,Yes,Not Applicable
14_EastContraCosta_DraftGSP,14,5,24,Yes,1.0,Yes,Not Applicable
14_EastContraCosta_DraftGSP,14,5,25,Yes,1.0,Yes,Not Applicable
14_EastContraCosta_DraftGSP,14,5,28,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,29,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,5,30,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,31,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,5,32,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,33,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,34,No,0.15000000000000002,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,36,No,0.15000000000000002,No,Yes
14_EastContraCosta_DraftGSP,14,5,37,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,40,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,41,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,42,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,43,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,5,44,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,5,45,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,5,46,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,47,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,5,48,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,5,49,No,0.15000000000000002,No,Not Applicable
14_EastContraCosta_DraftGSP,14,5,50,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,5,51,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,52,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,53,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,54,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,55,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,5,56,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,5,57,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,58,Yes,1.0,Yes,No
14_EastContraCosta_DraftGSP,14,5,59,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,5,60,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,61,No,0.15000000000000002,No,No
14_EastContraCosta_DraftGSP,14,5,62,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,63,Somewhat,0.25,No,Somewhat
14_EastContraCosta_DraftGSP,14,5,64,Yes,1.0,Yes,Yes
14_EastContraCosta_DraftGSP,14,5,65,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,5,66,Somewhat,0.25,No,Yes
14_EastContraCosta_DraftGSP,14,5,67,Yes,1.0,Yes,Somewhat
14_EastContraCosta_DraftGSP,14,5,68,Somewhat,0.25,No,No
14_EastContraCosta_DraftGSP,14,5,70,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,1,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,1,3,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,1,4,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,5,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,1,6,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,1,7,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,14,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,17,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,18,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,22,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,24,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,1,25,No,0.15000000000000002,No,Yes
15_Fillmore_DraftGSP,15,1,28,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,29,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,1,30,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,31,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,32,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,33,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,34,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,36,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,37,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,40,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,1,41,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,42,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,1,43,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,44,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,45,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,46,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,47,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,48,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,49,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,50,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,51,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,52,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,53,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,54,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,1,55,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,56,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,57,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,1,58,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,59,No,0.15000000000000002,No,Somewhat
15_Fillmore_DraftGSP,15,1,60,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,61,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,62,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,63,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,64,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,65,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,1,66,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,1,67,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,1,68,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,1,70,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,1,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,2,3,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,2,4,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,5,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,2,6,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,2,7,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,14,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,17,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,18,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,22,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,24,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,2,25,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,2,28,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,29,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,2,30,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,31,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,32,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,33,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,34,No,0.15000000000000002,No,Yes
15_Fillmore_DraftGSP,15,2,36,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,37,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,40,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,2,41,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,42,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,2,43,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,44,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,45,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,46,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,47,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,48,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,49,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,50,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,51,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,52,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,53,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,2,54,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,2,55,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,56,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,57,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,2,58,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,59,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,60,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,61,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,62,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,63,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,64,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,65,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,2,66,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,2,67,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,2,68,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,2,70,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,1,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,3,3,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,3,4,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,5,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,3,6,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,3,7,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,14,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,17,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,18,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,22,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,24,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,3,25,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,28,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,29,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,3,30,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,31,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,32,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,33,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,34,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,3,36,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,37,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,40,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,3,41,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,42,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,3,43,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,44,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,45,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,46,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,47,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,48,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,49,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,50,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,51,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,52,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,53,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,3,54,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,3,55,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,56,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,57,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,3,58,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,59,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,60,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,61,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,62,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,63,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,64,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,65,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,3,66,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,3,67,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,3,68,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,3,70,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,1,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,4,3,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,4,4,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,5,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,4,6,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,4,7,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,14,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,17,No,0.15000000000000002,No,Yes
15_Fillmore_DraftGSP,15,4,18,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,22,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,24,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,4,25,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,28,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,29,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,4,30,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,31,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,32,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,33,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,34,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,4,36,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,37,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,40,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,4,41,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,42,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,4,43,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,44,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,45,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,46,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,47,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,48,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,49,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,50,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,51,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,52,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,53,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,54,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,4,55,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,56,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,57,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,4,58,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,59,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,60,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,61,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,62,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,63,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,64,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,65,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,4,66,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,4,67,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,4,68,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,4,70,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,5,1,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,5,3,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,5,4,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,5,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,5,6,Yes,1.0,Yes,Somewhat
15_Fillmore_DraftGSP,15,5,7,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,14,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,5,17,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,18,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,22,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,24,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,5,25,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,28,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,29,No,0.15000000000000002,No,Not Applicable
15_Fillmore_DraftGSP,15,5,30,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,31,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,5,32,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,33,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,34,No,0.15000000000000002,No,Yes
15_Fillmore_DraftGSP,15,5,36,Yes,1.0,Yes,Yes
15_Fillmore_DraftGSP,15,5,37,Somewhat,0.25,No,Somewhat
15_Fillmore_DraftGSP,15,5,40,Somewhat,0.25,No,Yes
15_Fillmore_DraftGSP,15,5,41,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,5,42,Yes,1.0,Yes,No
15_Fillmore_DraftGSP,15,5,43,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,5,44,Somewhat,0.25,No,No
15_Fillmore_DraftGSP,15,5,45,No,0.15000000000000002,No,No
15_Fillmore_DraftGSP,15,5,46,Somewhat,0.25,No,Somewhat
